,jmoney.csv,dxengine.csv,jsidplay2.csv,haggle.csv,mediate.csv,tmva.csv,matrex.csv,freedom-erp.csv,madman.csv,jchassis.csv,primefaces.csv
dxengine.csv,0.53,0.74,0.41,0.19,0.42,0.26,0.52,0.0,0.54,0.41,0.52
freedom-erp.csv,0.59,0.05,0.37,0.0,0.0,0.04,0.12,0.74,0.52,0.0,0.42
haggle.csv,0.55,0.57,0.36,0.62,0.4,0.31,0.58,0.18,0.81,0.45,0.45
jchassis.csv,0.0,0.0,0.0,0.0,0.12,0.0,0.05,0.0,0.0,0.98,0.0
jmoney.csv,0.78,0.77,0.55,0.45,0.54,0.41,0.25,0.35,0.82,0.0,0.21
jsidplay2.csv,0.58,0.25,0.8,0.22,0.63,0.42,0.6,0.24,0.14,0.0,0.0
madman.csv,0.18,0.34,0.24,0.4,0.21,0.27,0.25,0.04,0.86,0.0,0.36
matrex.csv,0.71,0.35,0.41,0.1,0.63,0.01,0.83,0.42,0.29,0.0,0.02
mediate.csv,0.12,0.37,0.14,0.4,0.69,0.29,0.42,0.45,0.43,0.41,0.47
primefaces.csv,0.54,0.09,0.64,0.0,0.41,0.0,0.74,0.4,0.0,0.56,0.77
tmva.csv,0.61,0.49,0.21,0.49,0.0,0.74,0.0,0.0,0.76,0.0,0.55
