,dsworkbench.csv,gogoego.csv,cleartk.csv,jpaul.csv,scenemonitor.csv,yarp0.csv,motu.csv,rtrt-on-gpu.csv,mp-rechnungs-und-kundenverwaltung.csv,xstore.csv,loki-lib.csv,zemljanka.csv
cleartk.csv,0.4,0.55,1.0,0.6,0.48,0.21,0.59,0.47,0.37,0.27,0.47,0.49
dsworkbench.csv,0.97,0.48,0.21,0.72,0.44,0.14,0.49,0.32,0.39,0.29,0.5,0.61
gogoego.csv,0.21,0.91,0.26,0.34,0.18,0.07,0.4,0.12,0.42,0.11,0.17,0.31
jpaul.csv,0.34,0.28,0.12,1.0,0.35,0.29,0.49,0.0,0.53,0.38,0.0,0.09
loki-lib.csv,0.58,0.63,0.33,0.62,0.29,0.7,0.74,0.46,0.61,0.51,0.94,0.54
motu.csv,0.07,0.13,0.1,0.15,0.0,0.0,0.88,0.0,0.3,0.13,0.04,0.17
mp-rechnungs-und-kundenverwaltung.csv,0.42,0.33,0.12,0.28,0.12,0.22,0.35,0.24,0.95,0.23,0.38,0.33
rtrt-on-gpu.csv,0.17,0.26,0.31,0.07,0.24,0.22,0.1,1.0,0.32,0.29,0.2,0.51
scenemonitor.csv,0.23,0.61,0.45,0.66,1.0,0.44,0.56,0.5,0.64,0.45,0.45,0.4
xstore.csv,0.61,0.61,0.37,0.67,0.56,0.64,0.72,0.43,0.65,0.96,0.55,0.57
yarp0.csv,0.52,0.57,0.4,0.76,0.52,0.95,0.18,0.0,0.54,0.11,0.28,0.19
zemljanka.csv,0.4,0.05,0.0,0.09,0.0,0.46,0.09,0.0,0.0,0.0,0.58,1.0
