,dsworkbench.csv,gogoego.csv,cleartk.csv,jpaul.csv,scenemonitor.csv,yarp0.csv,motu.csv,rtrt-on-gpu.csv,mp-rechnungs-und-kundenverwaltung.csv,xstore.csv,loki-lib.csv,zemljanka.csv
cleartk.csv,0.78,0.25,1.0,0.33,0.41,0.29,0.24,0.2,0.31,0.52,0.39,0.95
dsworkbench.csv,0.96,0.3,0.86,0.4,0.53,0.15,0.19,0.1,0.27,0.41,0.45,0.98
gogoego.csv,0.9,1.0,0.85,0.62,0.75,0.25,0.17,0.07,0.43,0.5,0.57,0.91
jpaul.csv,0.83,0.41,0.91,1.0,0.75,0.44,0.27,0.0,0.46,0.71,0.0,0.94
loki-lib.csv,0.78,0.35,0.97,0.37,0.56,0.38,0.31,0.14,0.35,0.5,1.0,0.97
motu.csv,0.6,0.43,0.89,0.29,0.0,0.0,1.0,0.0,0.48,0.45,0.5,0.97
mp-rechnungs-und-kundenverwaltung.csv,0.83,0.36,0.77,0.5,0.67,0.27,0.22,0.4,1.0,0.5,0.53,0.95
rtrt-on-gpu.csv,0.7,0.27,0.83,0.2,0.5,0.21,0.1,1.0,0.37,0.43,0.21,0.96
scenemonitor.csv,0.73,0.28,0.85,0.38,1.0,0.26,0.29,0.17,0.37,0.45,0.32,0.97
xstore.csv,0.82,0.3,0.92,0.52,0.4,0.37,0.33,0.17,0.37,0.98,0.56,0.96
yarp0.csv,0.75,0.25,0.86,0.42,0.38,1.0,0.17,0.0,0.31,0.29,0.5,1.0
zemljanka.csv,0.78,0.24,0.88,0.29,0.38,0.3,0.22,0.17,0.31,0.53,0.44,1.0
