,dsworkbench.csv,gogoego.csv,cleartk.csv,jpaul.csv,scenemonitor.csv,yarp0.csv,motu.csv,rtrt-on-gpu.csv,mp-rechnungs-und-kundenverwaltung.csv,xstore.csv,loki-lib.csv,zemljanka.csv
cleartk.csv,0.88,0.7,0.0,0.73,0.85,0.95,0.7,0.85,0.9,0.93,0.84,0.74
dsworkbench.csv,0.12,0.65,0.84,0.54,0.64,0.92,0.83,0.89,0.78,0.85,0.64,0.52
gogoego.csv,0.82,0.11,0.83,0.71,0.85,0.94,0.81,0.94,0.66,0.92,0.86,1.01
jpaul.csv,0.72,0.77,0.91,0.0,0.7,0.76,0.64,1.0,0.58,0.69,1.0,0.93
loki-lib.csv,0.76,0.53,0.72,0.58,0.76,0.58,0.54,0.82,0.66,0.77,0.07,0.58
motu.csv,0.95,0.89,0.93,0.89,1.0,1.0,0.15,1.0,0.76,0.9,0.97,0.87
mp-rechnungs-und-kundenverwaltung.csv,0.67,0.73,0.93,0.77,0.9,0.84,0.76,0.8,0.06,0.83,0.68,0.94
rtrt-on-gpu.csv,0.88,0.81,0.84,0.95,0.81,0.86,0.94,0.0,0.75,0.84,0.92,0.67
scenemonitor.csv,0.96,0.67,0.8,0.57,0.0,0.87,0.59,0.71,0.65,0.85,0.83,0.68
xstore.csv,0.58,0.6,0.7,0.43,0.69,0.59,0.49,0.72,0.65,0.05,0.55,0.67
yarp0.csv,0.8,0.72,0.9,0.53,0.72,0.06,0.87,1.0,0.74,0.95,0.77,0.84
zemljanka.csv,0.88,0.99,1.0,0.98,1.0,0.85,0.98,1.0,1.0,1.0,0.78,0.0
