,dsworkbench.csv,gogoego.csv,cleartk.csv,jpaul.csv,scenemonitor.csv,yarp0.csv,motu.csv,rtrt-on-gpu.csv,mp-rechnungs-und-kundenverwaltung.csv,xstore.csv,loki-lib.csv,zemljanka.csv
cleartk.csv,0.98,0.59,1.0,0.82,0.95,0.94,0.69,1.0,0.87,0.89,0.83,0.51
dsworkbench.csv,1.0,0.45,0.18,0.82,0.4,0.12,0.62,0.3,0.36,0.26,0.48,0.6
gogoego.csv,0.18,0.89,0.22,0.29,0.15,0.06,0.38,0.1,0.38,0.09,0.14,0.35
jpaul.csv,0.3,0.24,0.1,1.0,0.3,0.25,0.46,0.0,0.49,0.33,0.0,0.07
loki-lib.csv,0.86,0.63,0.28,0.65,0.25,0.81,0.85,0.5,0.7,0.57,0.93,0.52
motu.csv,0.06,0.11,0.08,0.12,0.0,0.0,0.85,0.0,0.26,0.11,0.03,0.14
mp-rechnungs-und-kundenverwaltung.csv,0.38,0.29,0.1,0.24,0.1,0.19,0.31,0.2,0.94,0.2,0.34,0.68
rtrt-on-gpu.csv,0.14,0.22,0.28,0.06,0.2,0.19,0.08,1.0,0.28,0.26,0.17,0.5
scenemonitor.csv,0.8,0.7,0.45,0.71,1.0,0.69,0.54,0.5,0.77,0.5,0.48,0.36
xstore.csv,0.62,0.63,0.33,0.65,0.6,0.69,0.77,0.4,0.79,0.96,0.52,0.62
yarp0.csv,0.72,0.65,0.73,0.88,0.55,0.94,0.15,0.0,0.6,0.09,0.24,0.16
zemljanka.csv,0.98,0.96,1.0,0.94,1.0,0.88,1.0,1.0,0.96,1.0,0.97,1.0
