,sqlpower-library.csv,smartgwt.csv,bzbyte.csv,mediaportal.csv,poormans.csv
bzbyte.csv,0.4,0.42,0.39,0.4,0.49
mediaportal.csv,0.67,0.99,0.6,0.94,0.97
poormans.csv,0.5,0.72,0.55,0.58,0.71
smartgwt.csv,0.55,0.56,0.41,0.49,0.57
sqlpower-library.csv,0.43,0.57,0.35,0.43,0.46
