,id,max_bell,avge,median,bellwether
0,1,6,4.57,0.79,benojt.csv
1,9,0,0.0,0.38,atunes.csv
2,12,0,0.0,0.55,megameknet.csv
3,15,2,1.67,0.67,twostep.csv
4,21,10,6.2,0.66,jajuk.csv
5,42,8,5.9,0.615,wikipediardware.csv
