,id,expected,max_bell,avge,median,bellwether,size
48,2,1,2,1.5,0.6,mclient-mume.csv,2
44,3,6,9,4.6,0.99,jam-daq.csv,10
43,4,8,13,5.38,0.77,avisynth2.csv,13
50,5,9,13,4.64,0.74,matrex.csv,14
19,6,12,20,10.1,0.91,jchassis.csv,20
15,7,7,8,5.67,0.73,bigdata.csv,12
24,8,5,6,2.25,1.0,forester-atv.csv,8
22,10,1,1,1.0,0.26,atunes.csv,1
14,11,4,4,3.0,0.585,emftriple.csv,6
49,13,6,10,5.6,0.69,encog-java.csv,10
51,14,3,5,3.0,0.67,empyrean.csv,5
17,16,11,14,7.83,0.915,growl-for-windows.csv,18
21,17,2,2,1.67,0.5,kmatplot.csv,3
12,18,7,9,5.75,0.7849999999999999,archive-crawler.csv,12
52,22,1,1,0.5,0.51,jajuk.csv,2
42,23,8,14,6.08,0.985,xreal.csv,14
41,24,6,5,3.11,0.67,tradelink.csv,9
53,25,6,9,4.5,0.72,jicarilla.csv,10
23,26,12,19,7.65,0.95,customsagetv.csv,20
13,27,9,14,6.07,1.0,keyczar.csv,15
20,28,10,14,6.81,0.955,ftm.csv,16
16,29,11,17,7.06,0.99,officefloor.csv,18
33,30,11,18,7.22,1.0,lportal.csv,18
29,31,4,6,4.5,0.5750000000000001,tolven.csv,6
4,32,1,1,1.0,0.30000000000000004,yarp.csv,2
11,33,9,15,5.27,1.0,massiv.csv,15
10,34,10,16,7.31,0.88,fido.csv,16
5,35,12,20,8.9,1.0,xined.csv,20
28,36,7,12,5.42,0.715,quark.csv,12
34,37,4,6,2.71,0.97,fluidium.csv,7
27,38,11,17,7.56,0.98,genoviz.csv,18
35,39,12,14,10.05,0.925,etherboot.csv,20
46,40,2,1,0.67,0.62,ns-3-dev-def-routing.csv,3
39,41,4,6,3.5,0.665,crux-framework.csv,6
26,43,9,14,5.57,0.93,lite.csv,17
25,44,6,6,2.44,0.76,chipster.csv,9
18,45,4,6,3.86,0.61,tzod.csv,7
38,46,4,3,1.83,0.865,jruby.csv,6
47,47,12,20,9.8,0.83,reaper-ecad.csv,20
40,48,8,9,6.46,0.95,ta3d.csv,13
45,49,1,1,1.0,0.505,agilitybook.csv,2
2,50,7,11,5.18,0.82,badtrinitycore.csv,11
7,51,6,7,4.67,0.85,rtb-team.csv,9
36,52,6,8,5.4,0.8300000000000001,adobe-source.csv,10
32,53,9,14,6.87,1.0,mia.csv,15
31,54,9,13,7.0,0.875,aubit4gl.csv,14
37,55,1,2,1.0,0.51,silvertree.csv,2
6,56,9,12,6.53,0.98,thrust.csv,15
3,57,9,15,5.6,0.99,uclmda.csv,16
8,58,7,12,5.5,1.0,emulemorph.csv,12
1,59,11,14,7.94,0.94,bulmages.csv,18
9,60,12,17,7.63,0.89,tcvp.csv,19
0,61,5,8,4.0,0.75,ffigo.csv,9
30,62,12,19,9.8,1.0,cme.csv,20
