,id,expected,max_bell,avge,median,bellwether,size
48,2,1,2,1.5,0.8300000000000001,mclient-mume.csv,2
44,3,3,3,2.5,0.555,chrysalis.csv,10
43,4,4,5,2.46,0.63,foursquared.csv,13
50,5,5,7,4.14,0.64,matrex.csv,14
19,6,7,6,5.45,0.565,haggle.csv,20
15,7,4,5,4.17,0.625,jgossipforum.csv,12
24,8,3,5,3.38,0.6799999999999999,forester-atv.csv,8
22,10,0,0,0.0,0.1,atunes.csv,1
14,11,2,2,1.33,0.5549999999999999,fluent-nhibernate.csv,6
49,13,3,2,2.0,0.485,jaql.csv,10
51,14,2,2,1.0,0.64,yafdotnet.csv,5
17,16,6,10,6.61,0.715,zxing.csv,18
21,17,1,2,1.0,0.71,openmalaria.csv,3
12,18,4,1,0.67,0.355,archive-crawler.csv,12
52,22,1,2,1.5,0.75,jajuk.csv,2
42,23,4,3,2.46,0.39,wishmaster.csv,14
41,24,3,2,2.0,0.53,elateportal.csv,9
53,25,3,1,1.7,0.35,ossim.csv,10
23,26,7,10,4.65,0.635,customsagetv.csv,20
13,27,5,6,4.53,0.62,grafx2.csv,15
20,28,5,9,4.38,0.6799999999999999,etics.csv,16
16,29,6,9,6.29,0.65,officefloor.csv,18
33,30,6,6,3.5,0.54,aztec.csv,18
29,31,2,4,2.67,0.6950000000000001,tolven.csv,6
4,32,1,0,0.0,0.525,raygina.csv,2
11,33,5,9,6.8,0.69,alsa.csv,15
10,34,5,10,6.62,0.7849999999999999,sepgsql.csv,16
5,35,7,6,2.5,0.6,jcae.csv,20
28,36,4,5,3.33,0.56,truevision.csv,12
34,37,2,1,0.71,0.37,gogoego.csv,7
27,38,6,12,6.28,0.745,genoviz.csv,18
35,39,7,7,4.95,0.595,ktc.csv,20
46,40,1,2,1.33,0.75,xinity.csv,3
39,41,2,4,2.83,0.765,sigil.csv,6
26,43,5,6,5.0,0.53,lite.csv,17
25,44,3,3,1.56,0.57,chipster.csv,9
18,45,2,3,2.43,0.62,tzod.csv,7
38,46,2,5,4.17,0.845,jruby.csv,6
47,47,7,12,6.05,0.71,mecat.csv,20
40,48,4,3,1.46,0.4,retromenu.csv,13
45,49,1,1,0.5,0.42,ambulant.csv,2
2,50,4,4,3.0,0.54,olsrd.csv,11
7,51,3,2,1.89,0.5,unimrcp.csv,9
36,52,3,3,2.5,0.44,adobe-source.csv,10
32,53,5,8,6.53,0.69,algebsql.csv,15
31,54,5,7,5.0,0.65,moving-pictures.csv,14
37,55,1,2,1.5,0.72,silvertree.csv,2
6,56,5,4,3.0,0.52,oscarmcmaster.csv,15
3,57,5,9,6.93,0.705,google-web-toolkit.csv,16
8,58,4,8,3.67,0.89,emulemorph.csv,12
1,59,6,10,6.53,0.675,arsenal-1.csv,18
9,60,6,7,5.68,0.48,nassp.csv,19
0,61,3,2,2.12,0.54,skia.csv,9
30,62,7,5,4.2,0.44,mediaportal.csv,20
