,id,expected,max_bell,avge,median,bellwether,size
48,2,1,2,1.5,0.9550000000000001,logicmail.csv,2
44,3,3,10,4.7,1.0,benojt.csv,10
43,4,4,10,5.15,0.89,pokenetonline.csv,13
50,5,5,13,5.14,0.905,primefaces.csv,14
19,6,7,15,5.55,0.925,tmva.csv,20
15,7,4,9,5.0,0.8049999999999999,jbasic.csv,12
24,8,3,8,4.62,1.0,google-collections.csv,8
22,10,0,1,1.0,0.77,atunes.csv,1
14,11,2,4,2.83,0.755,xamj.csv,6
49,13,3,7,2.6,0.765,megameknet.csv,10
51,14,2,3,2.0,0.67,mplayer-ce.csv,5
17,16,6,18,8.06,0.9,planeshift.csv,18
21,17,1,2,2.67,0.86,kmatplot.csv,3
12,18,4,11,3.83,0.85,twostep.csv,12
52,22,1,2,2.0,0.8300000000000001,jajuk.csv,2
42,23,4,14,6.0,0.995,werx.csv,14
41,24,3,6,4.33,0.79,lazarus-ccr.csv,9
53,25,3,8,2.9,0.8,abbot.csv,10
23,26,7,20,7.75,0.955,zengine.csv,20
13,27,5,14,7.2,1.0,sylpheed-claws.csv,15
20,28,5,15,6.44,0.97,ppcboot.csv,16
16,29,6,16,10.0,0.995,fbmanager.csv,18
33,30,6,17,8.06,1.0,irrlicht.csv,18
29,31,2,4,2.5,0.7849999999999999,personalaccess.csv,6
4,32,1,0,0.0,0.54,raygina.csv,2
11,33,5,13,8.4,1.0,enlightenment.csv,15
10,34,5,16,8.69,0.98,biopax.csv,16
5,35,7,17,9.35,1.0,hydrogen.csv,20
28,36,4,10,3.83,0.855,qgo.csv,12
34,37,2,7,3.43,1.0,patterntesting.csv,7
27,38,6,17,8.17,0.985,sauerbraten.csv,18
35,39,7,18,8.2,0.96,kml.csv,20
46,40,1,2,1.67,0.8,xinity.csv,3
39,41,2,5,3.33,0.9299999999999999,xtreemfs.csv,6
26,43,5,16,7.57,0.92,crisscross.csv,17
25,44,3,7,4.44,0.77,hatari.csv,9
18,45,2,5,2.29,0.69,k3b.csv,7
38,46,2,6,3.0,0.905,rectracker.csv,6
47,47,7,20,8.75,0.9299999999999999,kolmafia.csv,20
40,48,4,10,4.46,0.93,extprosys.csv,13
45,49,1,2,1.0,0.7749999999999999,ambulant.csv,2
2,50,4,10,3.91,0.81,ofbiz.csv,11
7,51,3,9,4.11,0.97,buddata-ebxml-registry.csv,9
36,52,3,7,3.3,0.8600000000000001,jmol.csv,10
32,53,5,14,5.0,0.94,somap.csv,15
31,54,5,11,5.57,0.92,glelite.csv,14
37,55,1,2,1.5,0.735,alleg.csv,2
6,56,5,14,6.07,0.95,bwapi.csv,15
3,57,5,16,8.2,1.0,wpdev.csv,16
8,58,4,11,3.67,1.0,soar.csv,12
1,59,6,15,7.24,0.905,barracudamvc.csv,18
9,60,6,19,7.63,0.89,grisbi.csv,19
0,61,3,8,3.5,0.81,wikipediardware.csv,9
30,62,7,17,7.2,1.0,nh3d.csv,20
