,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,web-cat.csv
cleartk.csv,1.0,0.76,0.49,0.83,0.5,0.43,0.64,0.82,0.79,1.0,0.66,0.95,0.69,0.36,0.47
encog-cs.csv,1.0,0.82,0.87,0.9,0.93,1.0,0.9,0.94,0.64,0.14,1.0,1.0,0.62,0.92,0.84
extprosys.csv,1.0,0.78,0.66,0.85,0.82,0.63,0.26,0.63,0.65,1.0,0.87,0.65,0.93,0.97,0.37
ibatisdb.csv,0.0,0.22,0.3,0.24,0.39,0.3,0.21,0.27,0.38,0.41,0.55,0.05,0.08,0.78,0.42
intact.csv,0.0,0.69,0.55,0.66,0.68,0.57,0.23,0.41,0.55,0.91,0.92,0.35,0.84,0.5,0.32
japano.csv,0.0,0.94,0.87,0.89,0.89,0.77,0.95,0.73,0.92,0.73,0.79,0.9,0.84,0.72,0.74
lockss.csv,0.0,0.27,0.02,0.1,0.14,0.0,0.18,0.3,0.09,0.59,0.45,0.05,0.25,0.33,0.11
ofbiz.csv,0.0,0.78,0.89,0.51,0.43,0.57,0.51,0.42,0.64,0.14,0.87,0.3,0.8,0.39,0.74
officefloor.csv,1.0,0.22,0.3,0.47,0.18,0.37,0.03,0.49,0.33,0.23,0.63,0.05,0.24,0.61,0.53
opennms.csv,1.0,0.49,0.08,0.13,0.61,0.13,0.64,0.06,0.17,0.55,0.16,0.55,0.35,0.06,0.0
rohxel.csv,1.0,0.31,0.55,0.17,0.14,0.23,0.77,0.3,0.29,0.23,0.11,0.4,0.05,0.06,0.0
roolo.csv,0.0,0.78,0.94,0.71,0.79,0.73,0.46,0.36,0.64,0.59,0.74,0.7,0.71,0.33,0.53
sevenupdate.csv,1.0,0.73,1.0,1.0,0.82,1.0,1.0,1.0,0.91,0.45,0.97,1.0,0.91,1.0,1.0
web-cat.csv,0.0,0.24,0.51,0.79,0.61,0.77,0.33,0.44,0.64,0.59,0.63,0.55,0.62,0.86,0.74
