,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,ardour.csv,pixel-commandos.csv,zxing.csv
ardour.csv,1.0,7.0,8.0,1.0,0.0,1.0,8.0,0.0,3.0,0.0,0.0,6.0,3.0,1.0,2.0,0.0,9.0,0.0
cornerstone.csv,4.0,8.0,22.0,2.0,0.0,0.0,2.0,9.0,4.0,0.0,0.0,7.0,3.0,0.0,0.0,2.0,22.0,0.0
emeraldemu.csv,17.0,91.0,36.0,24.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,8.0,0.0
grafx2.csv,1.0,1.0,40.0,43.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,16.0,1.0,0.0,0.0,4.0,26.0,0.0
jahshakafx.csv,0.0,15.0,21.0,3.0,0.0,3.0,7.0,4.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
maya-work-in-progress.csv,6.0,46.0,133.0,6.0,0.0,3.0,0.0,4.0,1.0,0.0,0.0,7.0,1.0,2.0,1.0,0.0,21.0,0.0
novembre.csv,9.0,24.0,24.0,34.0,0.0,0.0,0.0,12.0,3.0,2.0,3.0,3.0,1.0,2.0,0.0,2.0,2.0,0.0
ns-3.csv,34.0,2.0,44.0,50.0,0.0,0.0,6.0,0.0,1.0,0.0,2.0,6.0,2.0,0.0,0.0,0.0,10.0,0.0
nullc.csv,109.0,3.0,58.0,80.0,0.0,0.0,7.0,6.0,8.0,0.0,0.0,11.0,2.0,1.0,1.0,1.0,42.0,0.0
open-beos.csv,88.0,2.0,21.0,8.0,0.0,2.0,3.0,1.0,0.0,5.0,0.0,14.0,1.0,2.0,6.0,3.0,32.0,0.0
pixel-commandos.csv,4.0,9.0,13.0,5.0,0.0,1.0,1.0,0.0,0.0,78.0,0.0,100.0,0.0,80.0,0.0,0.0,0.0,0.0
planeshift.csv,49.0,30.0,42.0,42.0,0.0,0.0,3.0,2.0,3.0,13.0,1.0,0.0,1.0,0.0,2.0,1.0,35.0,2.0
plee-the-bear.csv,95.0,2.0,0.0,189.0,0.0,0.0,3.0,5.0,12.0,0.0,0.0,14.0,2.0,1.0,1.0,0.0,94.0,0.0
reaper-ecad.csv,54.0,19.0,69.0,0.0,0.0,0.0,0.0,2.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,94.0,0.0
sbml.csv,7.0,0.0,130.0,18.0,0.0,0.0,1.0,7.0,8.0,5.0,0.0,13.0,0.0,1.0,0.0,1.0,22.0,0.0
unimrcp.csv,5.0,8.0,18.0,3.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0
unladen-swallow.csv,80.0,0.0,45.0,51.0,1.0,0.0,4.0,6.0,5.0,0.0,0.0,14.0,2.0,2.0,0.0,1.0,94.0,0.0
zxing.csv,7.0,1.0,39.0,29.0,0.0,0.0,2.0,2.0,2.0,0.0,3.0,1.0,0.0,0.0,4.0,0.0,33.0,0.0
