,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,ardour.csv,pixel-commandos.csv,zxing.csv
ardour.csv,0.47,0.44,0.57,0.59,0.48,0.57,0.41,0.55,0.6,0.89,0.57,0.49,0.47,0.46,0.56,0.45,0.62,0.83
cornerstone.csv,0.42,0.54,0.55,0.83,0.86,0.55,0.44,0.66,0.71,0.83,0.49,0.65,0.45,0.51,0.56,0.41,0.47,0.77
emeraldemu.csv,0.57,0.56,0.62,0.51,0.73,0.76,0.56,0.61,0.7,0.48,0.4,0.92,0.44,0.47,0.53,0.52,0.67,0.42
grafx2.csv,0.35,0.48,0.48,0.7,0.5,0.48,0.37,0.52,0.48,0.57,0.36,0.48,0.36,0.44,0.42,0.39,0.5,0.44
jahshakafx.csv,0.52,0.64,0.97,0.69,0.56,0.92,0.73,0.85,0.98,0.86,0.75,0.86,0.8,0.5,0.92,0.58,0.83,0.56
maya-work-in-progress.csv,0.37,0.41,0.39,0.44,0.42,0.41,0.33,0.37,0.39,0.5,0.32,0.37,0.34,0.49,0.35,0.34,0.39,0.36
novembre.csv,0.59,0.71,0.75,0.81,0.73,0.97,0.69,0.79,0.86,0.82,0.67,0.92,0.97,0.93,0.74,0.6,0.76,0.84
ns-3.csv,0.51,0.56,0.52,0.65,0.47,0.5,0.39,0.41,0.46,0.66,0.44,0.42,0.39,0.33,0.45,0.4,0.46,0.56
nullc.csv,0.5,0.48,0.4,0.53,0.46,0.42,0.35,0.39,0.42,0.48,0.46,0.41,0.34,0.47,0.43,0.37,0.45,0.47
open-beos.csv,0.52,0.51,0.52,0.53,0.56,0.58,0.42,0.49,0.59,0.67,0.36,0.6,0.39,0.55,0.48,0.4,0.57,0.39
pixel-commandos.csv,0.95,0.99,0.97,0.86,0.5,0.75,0.5,0.94,0.0,0.0,0.75,0.0,0.9,0.0,0.91,0.93,0.75,0.0
planeshift.csv,0.47,0.43,0.47,0.55,0.43,0.43,0.36,0.39,0.41,0.48,0.61,0.42,0.38,0.33,0.42,0.38,0.47,0.51
plee-the-bear.csv,0.99,0.91,0.97,0.0,0.94,0.92,0.89,0.97,0.93,0.76,0.81,0.72,0.65,0.94,0.95,0.96,0.97,0.74
reaper-ecad.csv,0.55,1.0,0.54,0.96,0.73,0.84,0.75,0.98,0.98,0.69,0.42,0.8,0.53,0.97,0.61,0.51,0.84,0.52
sbml.csv,0.4,0.42,0.44,0.46,0.45,0.41,0.35,0.36,0.45,0.54,0.56,0.46,0.32,0.43,0.38,0.38,0.39,0.54
unimrcp.csv,0.65,0.99,0.98,0.94,0.5,0.95,0.8,0.98,0.97,0.83,0.73,0.65,0.81,0.67,0.75,0.61,0.91,0.83
unladen-swallow.csv,0.85,1.0,0.7,0.84,0.74,0.66,0.7,0.8,0.65,0.58,0.95,0.61,0.54,0.74,0.58,0.85,0.72,0.51
zxing.csv,0.41,0.52,0.44,0.52,0.52,0.51,0.56,0.44,0.61,0.51,0.47,0.91,0.48,0.89,0.41,0.43,0.47,0.4
