,zscreen.csv,popeye-chess.csv,ossbuild.csv,quarkplayer.csv,turbotrader-bos.csv,omseek.csv,kml.csv,virtuoso.csv,gdis.csv,biodwh.csv,genoviz.csv
biodwh.csv,0.75,0.82,0.09,0.17,0.44,0.1,0.67,0.3,0.92,1.0,0.0
gdis.csv,0.63,0.45,0.06,0.1,0.35,0.11,0.6,0.25,1.0,0.22,0.05
genoviz.csv,0.78,0.8,0.1,0.07,0.74,0.14,0.67,0.4,0.81,0.38,1.0
kml.csv,0.76,0.39,0.08,0.07,0.47,0.14,1.0,0.18,0.83,0.14,0.17
omseek.csv,0.69,0.67,0.19,0.05,0.31,0.96,0.5,0.25,0.67,0.12,0.13
ossbuild.csv,0.72,0.59,0.9,0.1,0.65,0.17,0.6,0.49,0.75,0.31,0.21
popeye-chess.csv,0.88,1.0,0.09,0.12,0.53,0.17,0.91,0.39,0.94,0.2,0.18
quarkplayer.csv,0.41,0.09,0.0,1.0,0.25,0.06,0.24,0.09,0.71,0.15,0.0
turbotrader-bos.csv,0.65,0.48,0.4,0.08,0.99,0.14,0.5,0.38,0.86,0.21,0.15
virtuoso.csv,0.61,0.79,0.12,0.07,0.33,0.12,0.67,0.95,0.86,0.13,0.11
zscreen.csv,1.0,0.66,0.16,0.08,0.48,0.17,0.51,0.32,0.89,0.17,0.14
