,zscreen.csv,popeye-chess.csv,ossbuild.csv,quarkplayer.csv,turbotrader-bos.csv,omseek.csv,kml.csv,virtuoso.csv,gdis.csv,biodwh.csv,genoviz.csv
biodwh.csv,0.07,0.26,0.09,0.18,0.24,0.09,0.33,0.38,0.21,1.0,0.0
gdis.csv,0.78,0.97,0.31,0.82,0.82,0.58,0.78,0.71,1.0,0.92,0.4
genoviz.csv,0.15,0.46,0.31,0.36,0.45,0.12,0.22,0.52,0.53,0.67,1.0
kml.csv,0.41,0.37,0.22,0.64,0.7,0.64,1.0,0.24,0.53,0.5,0.8
omseek.csv,0.24,0.06,0.38,0.27,0.31,0.79,0.39,0.14,0.18,0.33,0.4
ossbuild.csv,0.5,0.77,0.84,0.73,0.61,0.58,0.25,0.43,0.42,0.42,0.8
popeye-chess.csv,0.46,0.94,0.28,0.55,0.68,0.48,0.28,0.43,0.26,0.33,1.0
quarkplayer.csv,0.28,0.06,0.0,0.91,0.11,0.21,0.19,0.02,0.26,0.25,0.0
turbotrader-bos.csv,0.57,0.57,0.31,0.45,0.97,0.36,0.31,0.48,0.53,0.42,0.6
virtuoso.csv,0.93,0.54,0.97,1.0,0.92,0.91,0.06,0.9,0.21,0.83,1.0
zscreen.csv,0.96,0.77,0.91,1.0,0.68,0.61,0.5,0.76,0.68,0.5,1.0
