,zscreen.csv,popeye-chess.csv,ossbuild.csv,quarkplayer.csv,turbotrader-bos.csv,omseek.csv,kml.csv,virtuoso.csv,gdis.csv,biodwh.csv,genoviz.csv
biodwh.csv,0.04,0.05,0.14,0.06,0.16,0.1,0.15,0.27,0.08,0.0,0.16
gdis.csv,0.78,0.93,0.68,0.52,0.76,0.59,0.49,0.64,0.0,0.56,0.82
genoviz.csv,0.07,0.09,0.4,0.32,0.08,0.09,0.1,0.24,0.54,0.18,0.0
kml.csv,0.22,0.45,0.37,0.55,0.4,0.49,0.0,0.33,0.46,0.52,0.42
omseek.csv,0.19,0.02,0.23,0.34,0.35,0.0,0.36,0.13,0.38,0.42,0.29
ossbuild.csv,0.33,0.43,0.01,0.48,0.16,0.35,0.15,0.14,0.62,0.15,0.33
popeye-chess.csv,0.11,0.0,0.42,0.27,0.31,0.29,0.03,0.2,0.08,0.23,0.51
quarkplayer.csv,0.7,0.48,0.01,0.0,0.17,0.43,0.56,0.07,0.46,0.24,0.04
turbotrader-bos.csv,0.52,0.5,0.07,0.36,0.0,0.28,0.28,0.23,0.38,0.27,0.38
virtuoso.csv,1.0,0.11,1.0,0.92,0.96,0.82,0.03,0.01,0.15,0.92,0.91
zscreen.csv,0.0,0.32,0.69,0.8,0.36,0.37,0.44,0.48,0.38,0.42,0.67
