,zscreen.csv,popeye-chess.csv,ossbuild.csv,quarkplayer.csv,turbotrader-bos.csv,omseek.csv,kml.csv,virtuoso.csv,gdis.csv,biodwh.csv,genoviz.csv
biodwh.csv,1.0,1.0,2.0,0.0,3.0,3.0,3.0,4.0,0.0,0.0,49.0
gdis.csv,0.0,11.0,2.0,1.0,15.0,31.0,1.0,10.0,0.0,4.0,23.0
genoviz.csv,2.0,0.0,9.0,3.0,1.0,18.0,1.0,3.0,1.0,5.0,0.0
kml.csv,1.0,9.0,16.0,16.0,6.0,51.0,0.0,12.0,1.0,8.0,6.0
omseek.csv,0.0,1.0,13.0,11.0,1.0,0.0,3.0,10.0,0.0,9.0,2.0
ossbuild.csv,0.0,3.0,1.0,11.0,2.0,47.0,2.0,1.0,0.0,1.0,9.0
popeye-chess.csv,0.0,0.0,4.0,8.0,4.0,21.0,1.0,7.0,0.0,9.0,10.0
quarkplayer.csv,0.0,11.0,250.0,0.0,1.0,56.0,2.0,9.0,0.0,6.0,49.0
turbotrader-bos.csv,0.0,5.0,0.0,7.0,0.0,25.0,1.0,2.0,1.0,7.0,12.0
virtuoso.csv,0.0,1.0,5.0,9.0,7.0,75.0,1.0,0.0,0.0,16.0,26.0
zscreen.csv,0.0,3.0,3.0,7.0,6.0,33.0,4.0,16.0,1.0,7.0,15.0
