,barracudamvc.csv,sevenupdate.csv,mclient-mume.csv,dxengine.csv,jsidplay2.csv,sblim.csv,springside.csv,swtfox.csv,tmva.csv,calcubetimer.csv,freedom-erp.csv,joustsim.csv,madman.csv,reaper3d.csv,primefaces.csv,chaosrts.csv
barracudamvc.csv,0.93,0.93,0.69,0.5,0.82,0.31,0.51,0.49,0.8,0.96,0.69,0.27,0.25,0.14,0.75,0.94
calcubetimer.csv,0.82,0.94,0.69,0.47,0.0,0.0,0.62,0.0,0.0,1.0,0.0,0.28,0.23,0.06,0.71,0.85
chaosrts.csv,0.9,0.94,0.69,0.51,0.31,0.0,0.57,0.0,0.17,0.78,0.0,0.3,0.25,0.13,0.76,0.94
dxengine.csv,0.43,0.0,0.12,0.78,0.86,0.34,0.0,0.55,0.85,0.1,0.73,0.2,0.3,0.14,0.0,0.93
freedom-erp.csv,0.91,0.94,0.69,0.51,0.86,0.34,0.51,0.55,0.85,0.97,0.73,0.27,0.25,0.14,0.75,0.94
joustsim.csv,0.53,0.94,0.63,0.5,0.0,0.0,0.52,0.0,0.0,0.35,0.0,0.9,0.4,0.0,0.73,0.0
jsidplay2.csv,0.86,0.89,0.43,0.45,0.91,0.21,0.5,0.28,0.75,0.91,0.74,0.25,0.23,0.13,0.59,0.91
madman.csv,0.0,0.3,0.61,0.28,0.0,0.0,0.48,0.0,0.0,0.63,0.0,0.0,0.86,0.0,0.65,0.0
mclient-mume.csv,0.77,0.63,0.9,0.56,0.86,0.34,0.13,0.55,0.85,0.37,0.73,0.47,0.33,0.14,0.31,0.88
primefaces.csv,0.74,0.89,0.48,0.49,0.0,0.0,0.6,0.0,0.0,0.6,0.0,0.4,0.15,0.0,0.83,0.63
reaper3d.csv,0.44,0.79,0.53,0.47,0.0,0.0,0.51,0.0,0.0,0.59,0.0,0.43,0.21,0.4,0.67,0.11
sblim.csv,0.47,0.84,0.65,0.5,0.34,0.58,0.36,0.13,0.47,0.42,0.0,0.42,0.29,0.14,0.62,0.35
sevenupdate.csv,0.91,0.99,0.69,0.51,0.86,0.34,0.48,0.55,0.85,0.97,0.73,0.27,0.25,0.14,0.73,0.94
springside.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0
swtfox.csv,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.84,0.12,0.0,0.68,0.0,0.0,0.0,0.0,0.01
tmva.csv,0.91,0.94,0.69,0.51,0.87,0.13,0.51,0.05,0.85,0.97,0.0,0.27,0.25,0.14,0.75,0.94
