,barracudamvc.csv,sevenupdate.csv,mclient-mume.csv,dxengine.csv,jsidplay2.csv,sblim.csv,springside.csv,swtfox.csv,tmva.csv,calcubetimer.csv,freedom-erp.csv,joustsim.csv,madman.csv,reaper3d.csv,primefaces.csv,chaosrts.csv
barracudamvc.csv,0.65,1.0,1.0,1.0,0.81,0.88,1.0,0.88,0.83,1.0,0.9,0.97,0.98,0.99,1.0,1.0
calcubetimer.csv,0.92,1.0,1.0,0.9,1.0,1.0,0.58,1.0,1.0,0.0,1.0,0.93,0.93,0.91,0.86,0.71
chaosrts.csv,1.0,1.0,1.0,1.0,0.82,1.0,0.75,1.0,0.9,0.6,1.0,0.85,1.0,0.82,0.93,0.74
dxengine.csv,0.79,1.0,0.93,0.3,1.0,1.0,1.0,1.0,1.0,0.98,1.0,0.76,0.65,1.0,1.0,1.0
freedom-erp.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
joustsim.csv,0.67,1.0,0.5,0.56,1.0,1.0,0.93,1.0,1.0,0.79,1.0,0.18,0.53,1.0,0.82,1.0
jsidplay2.csv,0.96,0.84,0.94,0.76,0.27,0.95,0.57,1.03,0.81,0.29,0.82,0.97,0.97,0.75,0.78,0.84
madman.csv,1.0,0.88,0.52,0.82,1.0,1.0,0.59,1.0,1.0,0.91,1.0,1.0,0.25,1.0,0.68,1.0
mclient-mume.csv,0.63,0.71,0.16,0.57,1.0,1.0,1.01,1.0,1.0,0.92,1.0,0.37,0.57,1.0,0.84,0.9
primefaces.csv,0.78,0.84,0.88,0.91,1.0,1.0,0.53,1.0,1.0,0.75,1.0,0.45,0.85,1.0,0.33,0.55
reaper3d.csv,0.77,1.03,0.76,0.79,1.0,1.0,0.73,1.0,1.0,0.62,1.0,0.41,0.72,0.75,0.75,0.94
sblim.csv,0.8,0.55,0.77,0.63,0.82,0.5,0.8,0.93,0.7,0.73,1.0,0.42,0.58,0.68,0.59,0.8
sevenupdate.csv,1.0,0.17,1.0,1.0,1.0,1.0,0.86,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.93,1.0
springside.csv,1.0,1.0,1.0,1.0,1.0,1.0,0.36,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.63,1.0
swtfox.csv,1.0,1.0,1.0,1.0,1.0,0.91,1.01,0.23,0.94,1.0,0.82,1.0,1.0,1.0,1.0,0.99
tmva.csv,1.0,1.0,1.0,1.0,0.85,1.04,1.0,0.98,0.56,1.0,1.0,1.0,1.0,1.0,1.0,1.0
