,barracudamvc.csv,sevenupdate.csv,mclient-mume.csv,dxengine.csv,jsidplay2.csv,sblim.csv,springside.csv,swtfox.csv,tmva.csv,calcubetimer.csv,freedom-erp.csv,joustsim.csv,madman.csv,reaper3d.csv,primefaces.csv,chaosrts.csv
barracudamvc.csv,0.89,0.89,0.53,0.34,0.76,0.19,0.34,0.36,0.75,0.93,0.57,0.16,0.14,0.07,0.6,0.88
calcubetimer.csv,0.83,0.89,0.53,0.33,0.0,0.0,0.46,0.0,0.0,1.0,0.0,0.16,0.13,0.04,0.6,0.9
chaosrts.csv,0.84,0.89,0.53,0.35,0.92,0.0,0.4,0.0,0.89,0.95,0.0,0.18,0.14,0.07,0.62,0.91
dxengine.csv,0.82,0.0,1.0,0.86,0.75,0.21,0.0,0.38,0.73,0.75,0.58,0.14,0.25,0.07,0.0,0.88
freedom-erp.csv,0.84,0.89,0.53,0.35,0.75,0.21,0.34,0.38,0.73,0.93,0.58,0.15,0.14,0.07,0.6,0.88
joustsim.csv,0.89,0.89,0.71,0.48,0.0,0.0,0.36,0.0,0.0,1.0,0.0,1.0,0.33,0.0,0.62,0.0
jsidplay2.csv,0.83,0.9,0.4,0.34,0.91,0.13,0.43,0.22,0.73,0.98,0.61,0.15,0.13,0.07,0.57,0.89
madman.csv,0.0,0.82,0.79,0.56,0.0,0.0,0.43,0.0,0.0,0.9,0.0,0.0,1.0,0.0,0.63,0.0
mclient-mume.csv,0.87,0.89,0.88,0.44,0.75,0.21,0.12,0.38,0.73,0.87,0.58,0.35,0.21,0.07,0.5,0.88
primefaces.csv,0.83,0.9,0.44,0.34,0.0,0.0,0.46,0.0,0.0,0.93,0.0,0.26,0.1,0.0,0.81,0.96
reaper3d.csv,0.84,0.86,0.5,0.34,0.0,0.0,0.37,0.0,0.0,0.96,0.0,0.29,0.14,1.0,0.61,0.89
sblim.csv,0.8,0.93,0.55,0.4,0.72,0.69,0.29,0.6,0.82,1.0,0.0,0.3,0.19,0.08,0.68,0.91
sevenupdate.csv,0.84,0.98,0.53,0.35,0.75,0.21,0.34,0.38,0.73,0.93,0.58,0.15,0.14,0.07,0.6,0.88
springside.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0
swtfox.csv,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.91,0.79,0.0,0.58,0.0,0.0,0.0,0.0,1.0
tmva.csv,0.84,0.89,0.53,0.35,0.78,0.09,0.34,0.5,0.82,0.93,0.0,0.15,0.14,0.07,0.6,0.88
