,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,gwanted.csv,java-gnome.csv,tycho.csv,unicase.csv
gwanted.csv,0.68,0.48,0.62,0.63,0.25,0.6,0.36,0.71,0.12,0.0,0.87
ivatamasks.csv,1.0,0.75,0.62,0.79,0.9,0.38,0.51,0.61,0.23,1.0,0.89
java-gnome.csv,0.89,0.17,0.38,0.39,0.6,0.07,0.2,0.57,0.79,0.43,0.23
orc.csv,0.05,0.5,0.88,0.57,0.1,0.57,0.25,0.43,0.09,0.0,0.47
plato.csv,1.0,0.98,0.88,0.9,0.86,0.86,0.92,0.75,0.26,1.0,0.97
rodin-b-sharp.csv,0.53,0.48,0.44,0.24,0.14,0.62,0.83,0.46,0.88,0.0,0.29
tycho.csv,0.11,0.51,0.38,0.6,0.39,0.31,0.34,0.43,0.4,0.8,0.75
umber.csv,0.79,0.77,1.0,0.89,0.67,0.98,0.97,0.75,1.0,0.4,0.58
unicase.csv,0.84,0.9,1.0,0.81,0.4,1.0,0.92,0.86,0.93,0.31,0.76
vienna-add-in.csv,0.79,0.61,0.56,0.82,0.73,0.5,0.53,0.79,0.19,0.69,0.43
wpdev.csv,1.0,0.99,1.0,1.0,0.94,1.0,1.0,0.79,0.96,1.0,1.0
