,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,gwanted.csv,java-gnome.csv,tycho.csv,unicase.csv
gwanted.csv,0.64,0.54,0.63,0.6,0.29,0.54,0.4,0.72,0.15,0.0,0.58
ivatamasks.csv,0.17,0.79,0.28,0.76,0.09,0.41,0.32,0.59,0.25,0.17,0.27
java-gnome.csv,0.82,0.2,0.42,0.44,0.4,0.09,0.23,0.56,0.81,0.47,0.27
orc.csv,0.06,0.56,0.86,0.58,0.12,0.55,0.29,0.47,0.11,0.0,0.5
plato.csv,0.27,0.0,0.2,0.52,0.26,0.84,0.35,0.64,0.3,0.0,0.21
rodin-b-sharp.csv,0.58,0.0,0.49,0.28,0.17,0.59,0.83,0.45,0.79,0.0,0.34
tycho.csv,0.13,0.51,0.42,0.56,0.42,0.36,0.35,0.47,0.45,0.79,0.4
umber.csv,0.8,0.0,0.09,0.73,0.35,0.0,0.3,0.4,0.24,0.4,0.59
unicase.csv,0.82,0.0,0.33,0.36,0.42,0.62,0.64,0.62,0.4,0.34,0.72
vienna-add-in.csv,0.65,0.0,0.4,0.57,0.71,0.47,0.51,0.61,0.22,0.62,0.41
wpdev.csv,0.09,0.99,0.05,0.0,0.09,0.0,0.0,0.26,0.0,0.17,0.05
