,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,xstore.csv
ikvm.csv,0.51,0.86,0.15,0.27,0.36,0.55,0.39
libtorrent.csv,0.97,0.64,1.0,0.6,0.96,0.73,0.78
mcmc-jags.csv,0.51,0.68,0.85,0.8,0.77,0.71,0.91
olap-navigator.csv,0.82,0.41,0.81,0.4,0.64,0.42,0.52
pidgin.csv,0.54,0.55,0.85,0.27,0.73,0.45,0.67
sepgsql.csv,0.57,0.59,0.85,0.33,0.72,0.4,0.52
xstore.csv,0.51,0.32,1.0,0.27,0.95,0.37,0.67
