,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv
calcubetimer.csv,0.5,0.83,0.35,0.7,0.44
chaperon.csv,0.81,0.91,0.66,0.88,0.71
mule.csv,0.41,0.8,0.8,0.71,0.35
springside.csv,0.34,0.44,0.37,0.38,0.36
swtfox.csv,0.98,0.52,0.82,0.57,0.92
