,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv
calcubetimer.csv,0.65,0.96,0.96,0.77,0.11
chaperon.csv,0.75,0.79,0.71,0.08,1.01
mule.csv,0.51,0.98,0.82,0.76,0.48
springside.csv,0.62,0.4,0.79,0.69,0.45
swtfox.csv,0.85,0.89,0.43,1.03,1.11
