,hatari.csv,nullc.csv,superwaba.csv,lmms.csv,etherboot.csv,vienna-add-in.csv,voms.csv,tycho.csv,fityk.csv,mecat.csv,wsmt.csv,oscarmcmaster.csv
etherboot.csv,0.61,0.57,0.53,0.5,1.0,0.4,0.22,0.29,0.38,0.0,0.7,0.25
fityk.csv,0.52,0.48,0.51,0.65,0.27,0.39,0.24,0.15,1.0,0.11,0.61,0.31
hatari.csv,0.98,0.32,0.53,0.56,0.43,0.56,0.25,0.23,0.66,0.12,0.38,0.33
lmms.csv,0.6,0.8,0.34,1.0,0.42,0.41,0.22,0.61,0.76,0.15,0.29,0.28
mecat.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.04
nullc.csv,0.62,0.99,0.52,0.76,0.42,0.76,0.18,0.74,0.8,0.12,0.21,0.33
oscarmcmaster.csv,0.52,0.41,0.55,0.22,0.25,0.28,0.14,0.62,0.2,0.33,0.49,0.99
superwaba.csv,0.49,0.73,1.0,0.59,0.42,0.53,0.27,0.61,0.61,0.12,0.73,0.36
tycho.csv,0.55,0.53,0.55,0.65,0.39,0.61,0.31,1.0,0.72,0.14,0.14,0.42
vienna-add-in.csv,0.62,0.9,0.56,0.76,0.42,0.99,0.22,0.64,0.77,0.1,0.59,0.34
voms.csv,0.25,0.18,0.43,0.28,0.08,0.24,1.0,0.34,0.09,0.29,0.18,0.33
wsmt.csv,0.47,0.65,0.38,0.42,0.41,0.23,0.22,0.47,0.3,0.0,0.97,0.2
