,hatari.csv,nullc.csv,superwaba.csv,lmms.csv,etherboot.csv,vienna-add-in.csv,voms.csv,tycho.csv,fityk.csv,mecat.csv,wsmt.csv,oscarmcmaster.csv
etherboot.csv,0.67,0.83,0.54,0.68,0.0,0.76,0.7,0.83,0.76,1.13,0.74,0.77
fityk.csv,0.63,0.69,0.6,0.78,0.79,0.94,0.61,0.91,0.0,0.61,0.79,0.73
hatari.csv,0.03,0.85,0.62,0.62,0.67,0.73,0.63,0.86,0.54,0.72,0.79,0.65
lmms.csv,0.52,0.6,0.75,0.0,0.64,0.78,0.7,0.58,0.92,0.55,0.95,0.71
mecat.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.98
nullc.csv,0.97,0.02,0.92,0.83,1.0,0.82,0.99,0.89,1.0,0.7,0.97,0.68
oscarmcmaster.csv,0.62,0.74,0.52,0.87,0.82,0.84,0.89,0.56,0.89,0.35,0.82,0.02
superwaba.csv,0.65,0.88,0.0,0.63,0.68,0.81,0.56,0.53,0.63,0.77,0.77,0.64
tycho.csv,0.58,0.64,0.56,0.55,0.63,0.67,0.54,0.0,0.65,0.6,1.09,0.52
vienna-add-in.csv,1.0,1.0,0.62,0.93,1.0,0.01,0.98,0.94,0.91,0.9,0.71,0.68
voms.csv,0.87,0.9,0.75,0.87,0.96,0.86,0.0,0.78,0.95,0.67,0.9,0.66
wsmt.csv,0.7,1.0,0.73,0.73,0.6,0.88,0.7,0.68,0.82,1.01,0.07,0.82
