,hatari.csv,nullc.csv,superwaba.csv,lmms.csv,etherboot.csv,vienna-add-in.csv,voms.csv,tycho.csv,fityk.csv,mecat.csv,wsmt.csv,oscarmcmaster.csv
etherboot.csv,0.79,0.46,0.5,0.39,1.0,0.28,0.33,0.2,0.25,0.0,0.89,0.4
fityk.csv,0.55,0.32,0.66,0.66,0.36,0.33,0.67,0.09,1.0,0.67,0.71,0.6
hatari.csv,0.97,0.2,0.72,0.44,0.73,0.48,0.78,0.14,0.57,1.0,0.31,0.55
lmms.csv,0.62,0.74,0.26,1.0,0.68,0.3,0.33,0.57,0.89,1.0,0.26,0.4
mecat.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.02
nullc.csv,1.0,0.98,0.96,0.88,1.0,0.86,0.78,1.0,1.0,1.0,0.17,0.6
oscarmcmaster.csv,0.52,0.26,0.54,0.13,0.18,0.17,0.11,0.57,0.11,0.67,0.51,0.98
superwaba.csv,0.48,0.68,1.0,0.51,0.73,0.47,0.56,0.51,0.52,1.0,0.94,0.68
tycho.csv,0.55,0.36,0.72,0.57,0.45,0.54,0.89,1.0,0.73,1.0,0.11,0.68
vienna-add-in.csv,1.0,1.0,0.8,0.93,1.0,0.99,1.0,0.83,0.91,1.0,0.63,0.66
voms.csv,0.21,0.1,0.6,0.19,0.05,0.14,1.0,0.23,0.05,0.33,0.11,0.38
wsmt.csv,0.48,0.58,0.28,0.28,0.55,0.14,0.33,0.37,0.18,0.0,1.0,0.21
