,openefm.csv,jgnash.csv,ingex.csv,ambulant.csv,synecdoche.csv
ambulant.csv,0.32,0.15,0.56,1.0,0.43
ingex.csv,0.8,0.2,1.0,0.38,0.6
jgnash.csv,0.42,1.0,0.25,0.44,0.6
openefm.csv,0.97,0.17,0.67,0.37,0.5
synecdoche.csv,0.34,0.2,0.34,0.31,1.0
