,openefm.csv,jgnash.csv,ingex.csv,ambulant.csv,synecdoche.csv
ambulant.csv,0.39,0.56,0.68,0.69,0.52
ingex.csv,0.8,0.9,0.59,0.88,0.93
jgnash.csv,0.92,0.96,0.88,0.89,0.8
openefm.csv,0.61,0.65,0.78,0.89,0.64
synecdoche.csv,0.44,0.41,0.35,0.61,0.62
