,openefm.csv,jgnash.csv,ingex.csv,ambulant.csv,synecdoche.csv
ambulant.csv,0.94,0.78,0.56,0.05,0.67
ingex.csv,0.88,0.92,0.07,0.93,0.7
jgnash.csv,0.85,0.0,0.94,0.91,0.9
openefm.csv,0.03,0.73,0.6,0.85,0.61
synecdoche.csv,0.81,0.66,0.89,0.81,0.0
