,xbrlapi.csv,codeblocks.csv,fw4spl.csv,emulemorph.csv,ipfire-wall.csv,libmesh.csv,soar.csv,gnome-jabber.csv,ipfilter.csv,tencompetence.csv,fulguro.csv,rockbox.csv
codeblocks.csv,0.78,0.0,0.67,0.73,0.83,0.84,0.97,0.61,0.96,0.94,0.69,0.39
emulemorph.csv,0.93,0.97,0.98,0.0,1.0,1.0,1.0,0.93,0.98,0.64,1.0,0.89
fulguro.csv,0.93,0.99,1.0,1.0,0.95,0.78,0.82,0.95,0.92,0.83,0.09,1.0
fw4spl.csv,0.73,0.83,0.15,0.7,0.89,0.68,0.84,0.88,0.85,0.73,0.57,1.05
gnome-jabber.csv,0.91,0.64,0.89,0.85,0.91,0.81,0.93,0.4,0.96,0.95,0.94,0.94
ipfilter.csv,0.96,0.86,0.86,0.98,0.56,0.72,0.73,1.0,0.0,0.81,0.78,0.75
ipfire-wall.csv,0.69,0.8,0.76,1.02,0.06,0.87,0.92,0.93,0.66,0.67,0.62,0.65
libmesh.csv,0.85,0.95,0.85,0.88,0.89,0.12,1.0,0.85,0.57,0.63,0.81,1.09
rockbox.csv,0.7,0.71,0.82,0.64,0.63,0.74,0.76,0.87,0.79,0.66,0.64,0.0
soar.csv,0.89,0.86,0.69,0.73,0.86,0.83,0.0,0.8,0.64,0.9,0.7,0.78
tencompetence.csv,0.68,0.92,0.87,0.78,0.74,0.8,0.86,0.99,0.89,0.01,0.67,0.9
xbrlapi.csv,0.05,0.79,0.66,1.12,0.57,0.81,0.69,1.0,0.67,0.78,0.55,0.32
