,xbrlapi.csv,codeblocks.csv,fw4spl.csv,emulemorph.csv,ipfire-wall.csv,libmesh.csv,soar.csv,gnome-jabber.csv,ipfilter.csv,tencompetence.csv,fulguro.csv,rockbox.csv
codeblocks.csv,0.59,1.0,0.15,0.07,0.33,0.27,1.0,0.96,0.68,0.5,0.13,0.61
emulemorph.csv,0.6,0.75,0.5,1.0,0.0,0.0,0.54,1.0,0.5,0.73,0.0,1.0
fulguro.csv,0.75,0.33,0.0,0.0,0.25,0.46,0.6,1.0,0.67,0.74,1.0,0.0
fw4spl.csv,0.57,0.73,1.0,0.08,0.23,0.43,0.47,0.94,0.64,0.66,0.17,0.13
gnome-jabber.csv,0.51,0.79,0.12,0.06,0.31,0.37,0.55,0.98,0.68,0.64,0.13,0.38
ipfilter.csv,0.49,0.71,0.13,0.04,0.42,0.4,0.57,0.94,1.0,0.68,0.14,0.36
ipfire-wall.csv,0.57,0.92,0.16,0.0,1.0,0.24,0.48,0.89,0.75,0.67,0.18,0.58
libmesh.csv,0.44,0.75,0.11,0.03,0.5,0.96,0.55,1.0,0.91,0.69,0.09,0.0
rockbox.csv,0.52,0.81,0.1,0.07,0.42,0.34,0.56,0.91,0.83,0.71,0.16,1.0
soar.csv,0.51,0.75,0.15,0.06,0.26,0.39,1.0,0.96,0.77,0.64,0.15,0.38
tencompetence.csv,0.55,0.71,0.09,0.05,0.45,0.32,0.5,1.0,1.0,1.0,0.2,0.4
xbrlapi.csv,1.0,0.78,0.15,0.0,0.47,0.33,0.6,0.95,0.73,0.6,0.19,0.7
