,xbrlapi.csv,codeblocks.csv,fw4spl.csv,emulemorph.csv,ipfire-wall.csv,libmesh.csv,soar.csv,gnome-jabber.csv,ipfilter.csv,tencompetence.csv,fulguro.csv,rockbox.csv
codeblocks.csv,0.82,0.44,0.62,0.43,0.36,0.53,0.0,0.37,0.36,0.95,0.61,0.43
emulemorph.csv,0.8,0.75,0.5,0.83,0.0,0.0,0.37,0.83,0.5,0.99,0.8,0.5
fulguro.csv,0.75,0.92,0.0,0.75,0.75,0.92,0.9,0.8,0.83,0.97,0.9,0.0
fw4spl.csv,0.96,0.56,0.98,0.92,0.61,0.96,0.93,0.78,0.64,0.99,0.74,0.87
gnome-jabber.csv,0.39,0.42,0.42,0.39,0.38,0.47,0.33,0.52,0.34,0.47,0.42,0.44
ipfilter.csv,0.39,0.54,0.45,0.44,0.52,0.49,0.4,0.54,0.43,0.47,0.51,0.55
ipfire-wall.csv,0.57,0.84,0.79,0.95,0.53,0.45,0.33,0.89,0.43,0.69,0.54,0.75
libmesh.csv,0.94,0.88,0.99,0.69,0.75,0.92,0.36,0.93,0.5,0.92,0.91,0.93
rockbox.csv,0.4,0.72,0.77,0.48,0.58,0.48,0.56,0.61,0.92,0.51,0.62,0.47
soar.csv,0.41,0.46,0.52,0.54,0.57,0.55,0.52,0.55,0.44,0.51,0.53,0.51
tencompetence.csv,0.76,0.93,0.97,0.55,0.91,0.77,0.9,0.0,0.8,0.63,0.75,0.8
xbrlapi.csv,0.53,0.92,0.44,0.64,0.63,0.57,0.65,0.55,0.48,0.7,0.68,0.5
