,scenemonitor.csv,panda3d.csv,jchassis.csv,xcf.csv,coot.csv
coot.csv,0.53,0.21,0.27,0.43,0.03
jchassis.csv,0.0,0.0,0.0,0.0,0.0
panda3d.csv,0.03,0.03,0.18,0.07,0.35
scenemonitor.csv,0.0,0.43,0.47,0.37,0.68
xcf.csv,0.62,0.62,0.7,0.0,0.49
