,lamp.csv,thout.csv,fityk.csv,hibernate.csv
fityk.csv,0.12,0.21,0.8,0.36
hibernate.csv,0.38,0.23,0.76,0.46
lamp.csv,0.2,0.46,0.76,0.35
thout.csv,0.09,0.46,0.64,0.27
