,lamp.csv,thout.csv,fityk.csv,hibernate.csv
fityk.csv,0.5,0.85,0.32,0.34
hibernate.csv,0.04,0.96,0.27,0.27
lamp.csv,0.26,0.13,0.36,0.42
thout.csv,0.67,0.24,1.0,0.87
