,lsb.csv,mcore3d.csv,yield.csv,maya-work-in-progress.csv,mscore.csv,hydrogen.csv,xemeiah.csv,virtuoso.csv,enzo.csv,xined.csv,lphant.csv,salasaga.csv,keyczar.csv,xtreemfs.csv,autowikibrowser.csv,rocrail.csv,natpad.csv
autowikibrowser.csv,0.19,0.37,0.28,0.19,0.35,0.6,0.55,0.59,0.4,0.44,0.63,0.69,0.25,0.31,0.96,0.75,0.46
enzo.csv,0.27,0.59,0.53,0.69,0.58,0.73,0.55,0.61,0.99,0.48,0.23,0.62,0.64,0.34,0.64,0.56,0.61
hydrogen.csv,0.13,0.2,0.16,0.29,0.31,0.9,0.33,0.55,0.23,0.24,0.11,0.34,0.07,0.12,0.24,0.75,0.45
keyczar.csv,0.19,0.34,0.28,0.26,0.25,0.0,0.52,0.41,0.6,0.23,0.21,0.59,0.98,0.23,0.29,0.0,0.19
lphant.csv,0.02,0.36,0.65,0.52,0.44,0.71,0.64,0.48,0.2,0.43,0.88,0.5,0.36,0.58,0.52,0.76,0.33
lsb.csv,1.0,0.46,0.34,0.46,0.61,0.68,0.5,0.69,0.51,0.58,0.65,0.78,0.29,0.36,0.66,0.81,0.73
maya-work-in-progress.csv,0.19,0.68,0.74,1.0,0.67,0.75,0.63,0.46,0.7,0.48,0.72,0.54,0.57,0.4,0.68,0.73,0.72
mcore3d.csv,0.34,0.96,0.51,0.62,0.59,0.47,0.52,0.58,0.74,0.57,0.63,0.67,0.51,0.31,0.72,0.76,0.7
mscore.csv,0.33,0.54,0.34,0.65,0.98,0.64,0.63,0.53,0.47,0.51,0.36,0.4,0.46,0.67,0.36,0.82,0.65
natpad.csv,0.45,0.43,0.58,0.38,0.43,0.67,0.6,0.52,0.34,0.58,0.17,0.56,0.29,0.41,0.34,0.73,0.98
rocrail.csv,0.02,0.13,0.16,0.23,0.23,0.49,0.38,0.42,0.18,0.34,0.17,0.29,0.02,0.17,0.17,0.96,0.52
salasaga.csv,0.05,0.41,0.3,0.33,0.28,0.29,0.44,0.52,0.36,0.64,0.42,0.91,0.4,0.28,0.39,0.4,0.41
virtuoso.csv,0.21,0.56,0.54,0.41,0.55,0.73,0.57,0.94,0.49,0.76,0.69,0.46,0.18,0.49,0.42,0.57,0.56
xemeiah.csv,0.16,0.33,0.31,0.33,0.45,0.66,0.94,0.54,0.51,0.34,0.37,0.48,0.15,0.25,0.31,0.79,0.52
xined.csv,0.46,0.11,0.07,0.0,0.1,0.36,0.04,0.43,0.06,1.0,0.17,0.62,0.02,0.27,0.09,0.06,0.58
xtreemfs.csv,0.0,0.37,0.62,0.19,0.38,0.6,0.64,0.2,0.29,0.65,0.69,0.13,0.42,1.0,0.74,0.27,0.53
yield.csv,0.71,0.6,0.98,0.7,0.69,0.64,0.66,0.64,0.38,0.41,0.61,0.05,0.62,0.42,0.66,0.56,0.09
