,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,jparsec.csv,kmess.csv
jparsec.csv,0.5,0.57,0.44,0.05,0.65,0.46
kmess.csv,0.25,0.47,0.02,0.19,0.09,0.7
minig.csv,0.09,0.52,0.69,0.05,0.11,0.34
ossbuild.csv,0.3,0.68,0.46,0.73,0.33,0.55
rezilla.csv,0.74,0.21,0.35,0.22,0.02,0.53
webdriver.csv,0.19,0.72,0.57,0.07,0.5,0.6
