,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,jparsec.csv,kmess.csv
jparsec.csv,0.72,0.48,0.19,0.99,0.29,0.64
kmess.csv,0.15,0.11,0.03,0.09,0.17,0.49
minig.csv,0.98,0.65,0.34,0.99,0.03,0.89
ossbuild.csv,0.2,0.46,0.37,0.21,0.19,0.45
rezilla.csv,0.28,0.19,0.08,0.28,0.0,0.71
webdriver.csv,0.15,0.24,0.54,0.0,0.45,0.33
