,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jsr308-langtools.csv,continuum-ide.csv,motu.csv,anaxagora.csv,stemkit.csv,zabbix.csv,carabiner.csv
anaxagora.csv,1.0,0.95,0.8,0.88,0.96,0.82,0.9,0.87,0.82,0.18,0.94,0.67,1.02,0.97,0.7,0.96,0.05,1.0,1.11,0.85
blogentis.csv,0.58,0.71,0.57,0.85,1.0,0.67,0.0,0.64,0.91,0.77,0.62,0.54,0.72,0.52,0.64,0.97,0.64,0.6,0.58,0.89
carabiner.csv,0.35,0.98,1.0,0.9,0.99,0.51,0.57,0.87,0.86,0.51,0.66,0.6,0.69,0.28,0.62,0.73,0.73,0.67,0.89,0.0
continuum-ide.csv,1.0,0.8,1.02,0.83,0.94,0.91,0.77,0.93,1.01,0.02,0.76,0.86,1.0,0.8,0.03,0.7,0.72,1.0,1.0,0.86
emulemorph.csv,1.0,0.98,1.0,1.0,0.98,0.84,1.0,0.98,1.0,1.0,0.99,1.0,0.17,1.0,1.0,0.92,0.91,0.83,1.0,1.0
gtad.csv,0.0,0.88,1.0,0.94,0.98,0.73,0.92,0.98,1.0,0.03,0.92,0.8,0.83,0.97,0.95,0.77,0.91,1.0,1.0,1.0
htmlunit.csv,0.53,0.73,1.0,0.59,0.76,0.77,0.58,0.88,0.91,1.05,0.05,0.4,0.85,0.46,0.72,0.57,0.84,1.0,0.89,0.77
jaxen.csv,1.0,0.93,1.0,1.0,1.0,0.73,0.96,1.0,1.0,1.0,0.98,0.0,1.0,0.97,1.01,0.7,1.0,1.0,1.0,1.0
jsr308-langtools.csv,0.68,0.86,0.74,0.85,0.61,0.52,0.58,0.8,0.88,1.04,0.54,0.66,1.06,0.0,0.66,0.63,0.61,0.57,0.74,0.56
jvcl.csv,1.0,0.97,1.0,0.12,0.98,1.03,0.8,0.53,0.9,1.19,0.92,0.73,0.83,0.79,1.0,0.82,0.99,1.0,1.0,0.94
kaffeine.csv,1.0,0.97,1.02,1.0,0.02,0.92,0.97,1.0,0.96,0.8,0.99,0.87,0.96,0.8,0.95,0.85,0.95,0.96,1.0,0.79
m-m-m.csv,0.59,0.72,0.54,0.85,0.79,0.82,0.6,0.1,0.84,0.13,0.86,0.98,0.98,0.7,0.79,0.78,0.82,0.96,0.99,0.8
motu.csv,1.0,0.85,0.72,0.54,0.96,0.73,0.76,0.87,0.88,1.0,0.68,0.46,1.0,0.45,0.74,0.0,0.91,1.0,1.0,0.96
nh3d.csv,1.0,0.95,0.0,1.0,0.9,0.91,0.83,1.0,0.8,0.11,0.93,0.8,0.67,1.0,0.79,0.78,0.86,1.0,0.88,1.0
sarasvati.csv,1.0,0.71,1.0,0.94,0.94,0.0,0.92,1.0,0.71,1.05,0.93,1.0,1.0,1.0,0.89,1.02,0.86,0.67,0.82,1.0
stemkit.csv,1.05,1.0,1.0,0.78,0.78,1.01,0.97,0.94,0.8,1.01,0.86,1.0,1.01,0.99,1.01,1.0,0.96,0.0,0.7,0.96
taokgame.csv,1.0,0.95,1.0,0.83,0.92,0.92,0.8,0.95,0.0,0.92,0.98,0.74,0.84,0.92,0.95,0.68,0.8,0.84,0.92,0.89
wgs-assembler.csv,0.52,0.03,0.81,0.84,0.8,0.47,0.57,0.77,0.59,0.36,0.59,0.57,1.03,0.71,0.62,0.63,0.72,0.71,0.97,0.96
zabbix.csv,0.79,0.8,0.84,0.88,0.92,0.82,0.88,0.67,0.75,0.93,0.67,0.8,0.87,0.79,0.79,0.9,0.86,0.89,0.0,0.86
