,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jsr308-langtools.csv,continuum-ide.csv,motu.csv,anaxagora.csv,stemkit.csv,zabbix.csv,carabiner.csv
anaxagora.csv,0.0,0.06,0.29,0.14,0.05,0.21,0.14,0.17,0.24,0.96,0.09,0.44,0.0,0.04,0.44,0.1,0.96,0.0,0.21,0.21
blogentis.csv,0.78,0.52,0.79,0.46,0.28,0.47,1.0,0.42,0.23,0.6,0.56,0.61,0.58,0.54,0.54,0.36,0.47,0.63,0.48,0.21
carabiner.csv,0.9,0.13,0.0,0.42,0.35,0.64,0.61,0.32,0.44,0.83,0.62,0.59,0.59,0.84,0.68,0.6,0.55,0.6,0.13,1.0
continuum-ide.csv,0.0,0.25,0.0,0.22,0.07,0.11,0.29,0.1,0.0,1.0,0.29,0.23,0.0,0.24,0.99,0.36,0.34,0.0,0.0,0.17
emulemorph.csv,0.0,0.04,0.0,0.0,0.02,0.3,0.0,0.02,0.0,0.0,0.01,0.0,0.86,0.0,0.0,0.1,0.12,0.2,0.0,0.0
gtad.csv,1.0,0.16,0.0,0.07,0.02,0.32,0.1,0.05,0.0,0.99,0.1,0.24,0.2,0.04,0.07,0.27,0.12,0.0,0.0,0.0
htmlunit.csv,0.54,0.37,0.0,0.64,0.28,0.31,0.5,0.21,0.12,0.0,0.96,0.65,0.2,0.61,0.33,0.51,0.22,0.0,0.13,0.31
jaxen.csv,0.0,0.1,0.0,0.0,0.0,0.32,0.05,0.0,0.0,0.0,0.02,1.0,0.0,0.04,0.0,0.36,0.0,0.0,0.0,0.0
jsr308-langtools.csv,0.51,0.44,0.58,0.46,0.49,0.58,0.56,0.29,0.23,0.0,0.6,0.44,0.0,1.0,0.63,0.59,0.54,0.64,0.3,0.5
jvcl.csv,0.0,0.04,0.0,0.9,0.02,0.0,0.36,0.53,0.12,0.0,0.11,0.54,0.2,0.31,0.0,0.27,0.06,0.0,0.0,0.26
kaffeine.csv,0.0,0.13,0.05,0.0,0.98,0.3,0.13,0.0,0.17,0.56,0.05,0.43,0.17,0.56,0.21,0.47,0.21,0.17,0.0,0.57
m-m-m.csv,0.78,0.57,0.69,0.45,0.48,0.21,0.47,0.98,0.4,0.97,0.46,0.09,0.2,0.57,0.54,0.27,0.5,0.2,0.22,0.27
motu.csv,0.0,0.18,0.5,0.62,0.05,0.31,0.29,0.17,0.23,0.0,0.39,0.63,0.0,0.63,0.33,1.0,0.12,0.0,0.02,0.06
nh3d.csv,0.0,0.06,1.0,0.0,0.12,0.11,0.2,0.0,0.24,0.98,0.09,0.24,0.38,0.0,0.28,0.27,0.17,0.0,0.15,0.0
sarasvati.csv,0.0,0.53,0.0,0.07,0.07,1.0,0.1,0.0,0.43,0.0,0.09,0.0,0.0,0.0,0.14,0.1,0.17,0.38,0.21,0.0
stemkit.csv,0.0,0.0,0.0,0.29,0.26,0.0,0.05,0.07,0.24,0.0,0.18,0.0,0.0,0.04,0.0,0.0,0.06,1.0,0.36,0.06
taokgame.csv,0.0,0.06,0.0,0.22,0.1,0.11,0.29,0.07,1.0,0.3,0.02,0.43,0.2,0.12,0.07,0.57,0.28,0.2,0.1,0.39
wgs-assembler.csv,0.55,0.97,0.29,0.49,0.24,0.65,0.53,0.28,0.53,0.9,0.51,0.7,0.0,0.5,0.54,0.55,0.45,0.37,0.06,0.06
zabbix.csv,0.57,0.53,0.47,0.42,0.32,0.5,0.41,0.61,0.58,0.27,0.66,0.56,0.42,0.54,0.54,0.39,0.44,0.38,1.0,0.45
