,jmoney.csv,array4j.csv,dxengine.csv,jsidplay2.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,jmonkeyengine.csv,e-bio-flow.csv,tmva.csv,joustsim.csv,reaper3d.csv,jchassis.csv,chaosrts.csv,thedata.csv
array4j.csv,0.05,0.0,0.02,0.05,0.17,0.22,0.13,0.06,0.1,0.1,0.02,0.05,0.1,0.06,0.05,0.11
chaosrts.csv,0.61,0.63,0.88,0.45,0.56,0.61,0.72,0.53,0.74,0.81,0.88,0.85,0.79,0.61,0.0,0.97
dxengine.csv,0.1,0.1,0.02,0.05,0.12,0.15,0.1,0.12,0.2,0.19,0.13,0.17,0.17,0.09,0.21,0.13
e-bio-flow.csv,0.1,0.13,0.12,0.05,0.15,0.26,0.13,0.1,0.04,0.0,0.08,0.1,0.12,0.02,0.11,0.21
jbpm.csv,0.12,0.11,0.06,0.3,0.2,0.05,0.0,0.03,0.24,0.08,0.03,0.05,0.0,0.0,0.26,0.24
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jmoney.csv,0.02,0.08,0.04,0.1,0.08,0.13,0.2,0.15,0.26,0.19,0.02,0.2,0.16,0.05,0.32,0.19
jmonkeyengine.csv,0.24,0.35,0.14,0.1,0.17,0.04,0.18,0.31,0.0,0.19,0.32,0.35,0.14,0.38,0.11,0.18
joustsim.csv,0.05,0.35,0.35,0.1,0.17,0.21,0.11,0.29,0.3,0.4,0.37,0.0,0.43,0.08,0.11,0.11
jsidplay2.csv,0.46,0.41,0.45,0.0,0.54,0.77,0.71,0.37,0.68,0.48,0.22,0.82,0.48,0.36,0.79,0.87
log4net.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
piccolo2d.csv,0.54,0.7,0.02,0.0,0.04,0.0,0.22,0.05,0.04,0.38,0.02,0.17,0.02,0.02,0.53,0.02
reaper3d.csv,0.8,0.83,0.0,0.8,0.61,0.52,0.67,0.75,0.44,0.4,0.02,0.88,0.0,0.88,0.47,0.47
sblim.csv,0.0,0.19,0.0,0.05,0.0,0.06,0.03,0.1,0.08,0.06,0.0,0.03,0.03,0.02,0.26,0.15
thedata.csv,0.1,0.16,0.04,0.15,0.15,0.49,0.38,0.34,0.22,0.25,0.0,0.13,0.03,0.2,0.42,0.0
tmva.csv,0.32,0.56,0.61,0.25,0.68,0.72,0.87,0.53,0.72,0.73,0.0,0.85,0.57,0.59,0.84,0.74
