,jmoney.csv,array4j.csv,dxengine.csv,jsidplay2.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,jmonkeyengine.csv,e-bio-flow.csv,tmva.csv,joustsim.csv,reaper3d.csv,jchassis.csv,chaosrts.csv,thedata.csv
array4j.csv,2.0,0.0,77.0,1.0,12.0,10.0,21.0,133.0,67.0,4.0,0.0,3.0,107.0,67.0,0.0,7.0
chaosrts.csv,5.0,1.0,10.0,0.0,36.0,15.0,57.0,24.0,0.0,9.0,0.0,26.0,33.0,67.0,0.0,8.0
dxengine.csv,0.0,0.0,0.0,0.0,0.0,7.0,6.0,133.0,3.0,2.0,0.0,6.0,5.0,67.0,0.0,8.0
e-bio-flow.csv,4.0,0.0,1.0,0.0,0.0,11.0,2.0,133.0,0.0,0.0,0.0,70.0,107.0,67.0,0.0,13.0
jbpm.csv,0.0,3.0,2.0,6.0,11.0,3.0,0.0,3.0,0.0,2.0,0.0,3.0,107.0,67.0,3.0,65.0
jchassis.csv,60.0,78.0,77.0,78.0,105.0,94.0,431.0,133.0,67.0,81.0,225.0,70.0,107.0,0.0,157.0,65.0
jmoney.csv,0.0,1.0,77.0,0.0,1.0,1.0,2.0,133.0,5.0,0.0,0.0,3.0,6.0,67.0,0.0,12.0
jmonkeyengine.csv,5.0,7.0,5.0,2.0,4.0,2.0,1.0,28.0,0.0,4.0,0.0,20.0,9.0,10.0,1.0,65.0
joustsim.csv,1.0,2.0,4.0,0.0,11.0,4.0,0.0,16.0,7.0,1.0,0.0,0.0,9.0,67.0,0.0,7.0
jsidplay2.csv,2.0,0.0,5.0,0.0,33.0,22.0,43.0,12.0,1.0,3.0,0.0,32.0,35.0,67.0,1.0,3.0
log4net.csv,60.0,78.0,77.0,78.0,105.0,94.0,431.0,0.0,67.0,81.0,225.0,70.0,107.0,67.0,157.0,65.0
piccolo2d.csv,15.0,10.0,77.0,0.0,1.0,0.0,8.0,133.0,67.0,1.0,0.0,7.0,107.0,67.0,1.0,65.0
reaper3d.csv,19.0,5.0,77.0,3.0,0.0,26.0,1.0,58.0,0.0,1.0,225.0,33.0,0.0,10.0,2.0,11.0
sblim.csv,60.0,7.0,77.0,0.0,0.0,1.0,4.0,133.0,67.0,1.0,0.0,2.0,107.0,67.0,1.0,9.0
thedata.csv,3.0,0.0,77.0,0.0,105.0,23.0,39.0,20.0,2.0,1.0,225.0,70.0,107.0,67.0,0.0,0.0
tmva.csv,6.0,0.0,5.0,1.0,45.0,22.0,97.0,16.0,0.0,1.0,0.0,26.0,16.0,67.0,1.0,3.0
