,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,ivataopenportal.csv,elynx.csv,cascading.csv,aten.csv,xcmetadataservicestoolkit.csv,lite.csv,codepurge.csv,olex2.csv,stajistics.csv,jfreechart.csv,elvishrayrenderer.csv,uwom.csv,gisgraphy.csv
cascading.csv,0.54,0.36,0.44,0.6,0.43,0.49,0.36,0.0,0.67,0.51,0.35,0.39,0.51,0.86,0.39,0.69,0.52
codepurge.csv,0.39,0.05,0.52,0.08,0.11,0.58,0.15,0.0,0.67,0.22,0.2,0.44,0.04,0.46,0.44,0.68,0.19
crisscross.csv,0.97,1.0,0.32,0.87,0.69,0.98,0.82,1.0,1.0,0.93,0.34,0.99,0.84,0.9,1.0,0.91,0.96
elvishrayrenderer.csv,0.52,0.0,0.25,0.19,0.29,0.59,0.24,0.0,0.4,0.56,0.2,0.37,0.2,0.52,0.28,0.55,0.73
gisgraphy.csv,0.14,0.11,0.16,0.22,0.0,0.19,0.15,0.0,0.4,0.83,0.54,0.62,0.48,0.52,0.17,0.29,0.21
ivataopenportal.csv,0.73,1.0,0.84,0.9,0.34,0.71,0.79,1.0,0.93,0.93,1.0,1.0,0.8,0.97,0.67,0.91,0.94
lite.csv,0.03,0.0,0.1,0.05,0.26,0.36,0.12,0.0,0.2,0.34,0.01,0.27,0.04,0.06,0.28,0.3,0.69
mb-unit.csv,0.97,0.07,0.73,0.45,0.99,0.85,0.82,1.0,0.8,0.63,0.15,0.41,0.71,1.0,1.0,0.77,0.94
nova.csv,0.73,0.25,0.65,0.67,0.53,0.8,0.42,1.0,0.13,0.37,0.86,0.7,0.45,0.77,0.83,0.45,0.44
olex2.csv,0.71,0.27,0.32,0.48,0.93,0.2,0.39,0.0,0.27,0.15,0.17,0.25,0.12,0.98,0.33,0.16,0.58
openwbem.csv,0.27,0.11,0.28,0.45,0.7,0.59,0.48,0.0,0.4,0.39,0.23,0.59,0.39,0.93,0.83,0.33,0.69
stajistics.csv,0.49,0.66,1.0,0.37,0.41,0.93,0.39,1.0,0.8,0.56,0.26,0.72,0.29,1.0,0.89,0.82,0.6
uwom.csv,0.7,0.0,0.07,0.54,0.26,0.81,0.3,1.0,0.87,0.73,0.05,0.08,0.58,0.69,0.89,0.24,0.29
xcmetadataservicestoolkit.csv,0.57,0.91,0.93,0.44,0.9,0.85,0.67,1.0,0.4,0.15,0.64,0.55,0.28,1.0,0.56,0.66,0.77
