,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,ivataopenportal.csv,elynx.csv,cascading.csv,aten.csv,xcmetadataservicestoolkit.csv,lite.csv,codepurge.csv,olex2.csv,stajistics.csv,jfreechart.csv,elvishrayrenderer.csv,uwom.csv,gisgraphy.csv
cascading.csv,0.47,0.6,0.62,0.44,0.5,0.48,0.44,0.44,0.38,0.5,0.62,0.5,0.6,0.29,0.44,0.39,0.41
codepurge.csv,0.55,0.5,0.49,0.68,0.8,0.4,0.7,0.93,0.39,0.57,0.63,0.5,0.86,0.44,0.3,0.43,0.65
crisscross.csv,0.5,0.42,0.49,0.46,0.51,0.36,0.44,0.39,0.36,0.37,0.71,0.34,0.52,0.31,0.37,0.41,0.33
elvishrayrenderer.csv,0.62,0.0,0.93,0.55,0.4,0.47,0.7,0.92,0.4,0.33,0.97,0.68,0.5,0.39,0.41,0.57,0.31
gisgraphy.csv,0.95,0.8,0.95,0.9,0.0,0.91,0.75,0.51,0.92,0.33,0.55,0.49,0.56,0.46,0.89,0.68,0.67
ivataopenportal.csv,0.46,0.42,0.46,0.41,0.56,0.4,0.38,0.38,0.33,0.34,0.4,0.34,0.4,0.28,0.38,0.39,0.31
lite.csv,0.97,0.0,0.91,0.98,0.6,0.52,0.95,0.91,0.57,0.46,0.5,0.58,0.91,0.83,0.6,0.55,0.39
mb-unit.csv,0.48,0.67,0.53,0.46,0.43,0.35,0.39,0.46,0.33,0.44,0.96,0.47,0.49,0.28,0.37,0.43,0.33
nova.csv,0.62,0.62,0.59,0.49,0.65,0.42,0.49,0.58,0.83,0.62,0.46,0.43,0.57,0.35,0.51,0.67,0.52
olex2.csv,0.51,0.58,0.67,0.49,0.45,0.83,0.68,0.97,0.42,0.89,0.86,0.46,0.94,0.27,0.47,0.66,0.47
openwbem.csv,0.45,0.67,0.54,0.47,0.47,0.33,0.44,0.38,0.46,0.62,0.56,0.4,0.51,0.3,0.33,0.44,0.31
stajistics.csv,0.55,0.53,0.44,0.43,0.39,0.38,0.41,0.42,0.35,0.35,0.7,0.49,0.4,0.28,0.38,0.44,0.35
uwom.csv,0.55,0.0,0.9,0.53,0.53,0.39,0.46,0.41,0.38,0.38,0.88,0.86,0.52,0.38,0.4,0.62,0.57
xcmetadataservicestoolkit.csv,0.8,0.5,0.5,0.58,0.45,0.39,0.55,0.65,0.37,0.89,0.63,0.47,0.96,0.28,0.5,0.57,0.37
