,plee-the-bear.csv,google-caja.csv,genecys.csv,itext.csv
genecys.csv,0.91,0.64,0.73,0.59
google-caja.csv,0.94,0.82,0.84,0.71
itext.csv,0.91,1.0,0.87,0.74
plee-the-bear.csv,0.79,0.64,0.53,0.62
