,plee-the-bear.csv,google-caja.csv,genecys.csv,itext.csv
genecys.csv,0.06,0.81,0.94,0.51
google-caja.csv,0.08,0.91,0.91,0.75
itext.csv,0.08,0.74,0.92,0.81
plee-the-bear.csv,0.17,0.78,0.87,0.6
