,plee-the-bear.csv,google-caja.csv,genecys.csv,itext.csv
genecys.csv,0.97,0.57,0.43,0.76
google-caja.csv,0.72,0.29,0.58,0.4
itext.csv,0.69,1.0,0.57,0.33
plee-the-bear.csv,0.32,0.63,0.73,0.6
