,plee-the-bear.csv,google-caja.csv,genecys.csv,itext.csv
genecys.csv,58.0,2.0,0.0,5.0
google-caja.csv,73.0,0.0,0.0,2.0
itext.csv,71.0,1.0,0.0,0.0
plee-the-bear.csv,8.0,1.0,0.0,1.0
