,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,bzbyte.csv,mediaportal.csv,fityk.csv,poormans.csv,fleet-simulator.csv,chrysalis.csv,duplicati.csv,xamj.csv
botsnscouts.csv,0.59,0.55,0.71,0.69,0.53,0.38,0.71,0.27,0.74,0.55,0.63,0.62,0.64,0.36,0.65,0.97,0.42,0.56,0.67
bzbyte.csv,0.46,0.14,0.0,0.65,0.16,0.0,0.55,0.01,0.0,0.0,0.36,0.8,0.0,0.0,0.09,0.0,0.13,0.8,0.0
chrysalis.csv,0.48,0.65,0.34,0.69,0.63,0.4,0.61,0.63,0.59,0.47,0.35,0.34,0.62,0.39,0.72,0.46,0.83,0.82,0.66
dspace-gsoc.csv,0.7,0.45,0.37,0.52,0.4,0.39,0.69,0.54,0.2,0.56,0.75,0.49,0.6,0.61,0.53,0.92,0.52,0.0,0.17
fbmanager.csv,0.54,0.38,0.73,0.62,0.44,0.26,0.6,0.65,0.58,0.26,0.44,0.51,0.07,0.5,0.63,0.28,0.35,0.67,0.6
fityk.csv,0.59,0.58,0.7,0.64,0.68,0.55,0.66,0.65,0.63,0.54,0.48,0.36,0.51,0.69,0.71,0.36,0.46,0.0,0.71
fleet-simulator.csv,0.54,0.34,0.34,0.68,0.37,0.53,0.0,0.55,0.74,0.0,0.6,0.56,0.36,0.55,0.71,0.97,0.65,0.0,0.61
freenet.csv,0.58,0.2,0.24,0.69,0.7,0.57,0.17,0.63,0.09,0.47,0.2,0.63,0.27,0.0,0.61,0.0,0.47,0.0,0.63
google-caja.csv,0.72,0.57,0.68,0.68,0.58,0.5,0.6,0.81,0.44,0.56,0.36,0.0,0.66,0.53,0.74,0.83,0.77,0.0,0.33
k3b.csv,0.65,0.57,0.48,0.55,0.62,0.49,0.37,0.37,0.34,0.67,0.2,0.35,0.61,0.53,0.09,0.14,0.05,0.0,0.41
mediaportal.csv,0.19,0.32,0.07,0.44,0.34,0.21,0.38,0.33,0.47,0.12,0.29,0.17,0.61,0.06,0.55,0.35,0.05,0.33,0.34
myfaces.csv,0.63,0.67,0.69,0.76,0.58,0.55,0.57,0.36,0.65,0.52,0.69,0.52,0.61,0.58,0.3,0.84,0.56,0.39,0.69
onotoa.csv,0.35,0.41,0.31,0.21,0.42,0.64,0.18,0.35,0.33,0.41,0.53,0.35,0.44,0.47,0.4,0.46,0.26,0.0,0.39
paintown.csv,0.7,0.58,0.64,0.24,0.62,0.48,0.0,0.0,0.17,0.59,0.71,0.56,0.61,0.67,0.4,0.0,0.21,0.0,0.09
poormans.csv,0.4,0.55,0.35,0.54,0.6,0.28,0.8,0.26,0.67,0.45,0.52,0.27,0.21,0.48,0.78,0.02,0.13,0.69,0.38
sqlpower-library.csv,0.2,0.21,0.57,0.7,0.58,0.54,0.0,0.72,0.5,0.4,0.5,0.0,0.09,0.58,0.3,0.0,0.61,0.0,0.69
triplea.csv,0.6,0.66,0.6,0.65,0.37,0.62,0.65,0.68,0.13,0.69,0.45,0.56,0.64,0.61,0.3,0.97,0.75,0.0,0.54
xamj.csv,0.6,0.57,0.55,0.63,0.09,0.51,0.57,0.17,0.72,0.6,0.62,0.5,0.27,0.65,0.62,0.62,0.56,0.46,0.69
