,ltp.csv,konversation.csv,moviesandbox.csv,sepgsql.csv,migen.csv,mcmc-jags.csv,cataclysmos.csv,ildjit.csv,opengs.csv,tcl.csv,phonon-vlc-mplayer.csv,openxava.csv,unflobtactical.csv,micomt.csv,nebuladevice.csv,passwordsafe.csv,exl.csv,crux-framework.csv
crux-framework.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
exl.csv,0.76,0.52,0.57,0.77,0.64,0.56,0.37,0.61,0.65,0.69,0.58,0.47,0.69,0.85,0.58,0.51,0.0,0.61
ildjit.csv,0.97,1.0,1.0,0.93,0.97,1.01,1.0,0.04,1.0,0.95,0.96,1.0,1.0,1.0,1.0,0.95,1.0,1.0
konversation.csv,0.93,0.0,0.73,0.84,0.8,0.87,1.0,0.97,0.9,0.75,0.58,0.63,0.75,0.84,0.81,0.7,0.8,0.68
ltp.csv,0.01,0.87,0.57,0.68,0.73,0.85,0.54,0.89,0.87,0.64,0.58,1.23,0.67,0.65,0.59,0.71,0.7,0.6
mcmc-jags.csv,0.66,0.43,0.57,0.69,0.62,0.0,0.4,0.94,0.45,0.81,0.33,1.0,0.52,0.51,0.63,0.55,0.54,0.73
micomt.csv,0.7,0.48,0.5,0.47,0.62,0.61,0.42,0.78,0.84,0.79,0.36,0.45,0.62,0.08,0.9,0.59,0.51,0.72
migen.csv,0.83,0.43,0.65,0.58,0.0,0.95,0.29,0.68,0.77,0.85,0.43,0.52,0.67,0.77,0.58,0.6,0.45,0.56
moviesandbox.csv,0.67,0.41,0.02,0.62,0.6,0.74,1.0,0.96,0.51,0.88,0.42,0.51,0.54,0.47,0.85,0.54,0.52,0.61
nebuladevice.csv,0.98,0.44,0.93,0.82,0.72,0.76,0.25,0.87,0.89,0.87,0.99,0.63,0.77,0.87,0.0,0.79,0.98,0.73
opengs.csv,0.89,0.43,0.5,0.69,0.56,1.0,0.19,0.54,0.0,0.8,0.84,0.51,0.58,0.92,0.8,0.77,0.4,0.78
openxava.csv,0.86,0.64,0.58,0.65,0.74,0.77,0.33,0.63,0.55,0.68,0.99,0.0,0.93,1.05,0.59,0.79,0.56,0.83
passwordsafe.csv,0.87,0.5,0.56,1.0,0.73,0.83,0.5,1.01,0.57,0.84,0.32,0.67,0.54,0.57,0.38,0.04,0.55,0.89
phonon-vlc-mplayer.csv,0.67,0.41,0.44,0.81,0.71,0.48,0.42,1.02,0.59,0.75,0.0,0.95,0.65,0.32,0.89,0.67,0.65,0.68
sepgsql.csv,0.98,1.0,0.89,0.15,0.9,0.9,1.04,0.56,1.0,0.78,0.86,0.88,0.92,1.01,0.95,0.82,1.0,1.0
tcl.csv,0.85,0.84,0.98,0.74,0.94,0.89,1.0,0.68,0.94,0.04,0.9,1.03,0.98,0.71,0.78,0.84,0.92,1.03
unflobtactical.csv,0.6,0.52,0.73,0.62,0.64,0.61,0.35,0.86,0.66,0.76,0.72,0.7,0.0,0.37,0.72,0.63,0.77,0.65
