,ltp.csv,konversation.csv,moviesandbox.csv,sepgsql.csv,migen.csv,mcmc-jags.csv,cataclysmos.csv,ildjit.csv,opengs.csv,tcl.csv,phonon-vlc-mplayer.csv,openxava.csv,unflobtactical.csv,micomt.csv,nebuladevice.csv,passwordsafe.csv,exl.csv,crux-framework.csv
crux-framework.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
exl.csv,0.66,0.83,0.82,0.85,0.74,0.67,1.0,0.93,0.85,0.59,0.51,0.94,0.57,0.77,0.8,0.63,1.0,1.0
ildjit.csv,0.03,0.0,0.0,0.07,0.03,0.0,0.0,0.97,0.0,0.05,0.04,0.0,0.0,0.0,0.0,0.05,0.0,0.0
konversation.csv,0.08,1.0,0.27,0.22,0.21,0.13,0.0,0.1,0.11,0.28,0.54,0.38,0.26,0.23,0.27,0.44,0.78,0.33
ltp.csv,1.0,0.33,0.59,0.56,0.32,0.2,1.0,0.24,0.28,0.44,0.45,0.06,0.66,0.54,0.53,0.4,0.37,0.67
mcmc-jags.csv,0.58,0.75,0.82,0.44,0.74,1.0,1.0,0.31,0.7,0.26,0.88,1.0,0.86,0.54,0.6,0.49,0.95,1.0
micomt.csv,0.44,0.67,0.7,0.81,0.65,0.4,1.0,0.24,1.0,0.23,0.67,0.75,0.63,0.92,0.13,0.46,0.78,1.0
migen.csv,0.4,0.67,0.39,0.52,1.0,0.07,1.0,0.76,0.28,0.28,0.71,0.62,0.34,0.23,0.6,0.46,0.61,0.67
moviesandbox.csv,0.36,0.67,0.98,0.44,0.5,0.27,0.0,0.14,0.54,0.13,0.59,0.5,0.51,0.54,0.2,0.47,0.59,0.67
nebuladevice.csv,0.02,0.58,0.07,0.19,0.32,0.27,1.0,0.14,0.11,0.67,0.01,0.38,0.26,0.23,1.0,0.32,0.07,0.33
opengs.csv,0.79,0.58,0.66,0.85,0.53,0.0,1.0,0.76,1.0,0.21,0.16,0.94,0.43,0.08,0.27,0.23,0.61,0.33
openxava.csv,0.51,0.75,0.64,0.78,0.65,0.33,1.0,0.83,0.67,0.74,0.17,1.0,0.34,0.15,0.87,0.53,0.49,0.33
passwordsafe.csv,0.75,0.67,0.77,1.0,0.91,0.2,1.0,0.38,0.85,0.82,0.86,0.88,0.71,0.46,0.8,0.96,0.88,0.67
phonon-vlc-mplayer.csv,0.58,0.67,0.82,0.93,0.76,0.53,1.0,0.34,0.44,0.92,1.0,0.56,0.8,0.69,0.27,0.56,0.78,0.67
sepgsql.csv,0.02,0.0,0.14,0.85,0.24,0.27,0.0,0.52,0.0,0.54,0.48,0.12,0.2,0.0,0.07,0.25,0.07,0.0
tcl.csv,0.17,0.25,0.02,0.37,0.06,0.13,0.0,0.34,0.06,0.97,0.14,0.0,0.03,0.31,0.27,0.23,0.1,0.0
unflobtactical.csv,0.45,0.75,0.68,0.41,0.56,0.4,1.0,0.21,0.5,0.26,0.46,0.69,1.0,0.69,0.4,0.53,0.66,1.0
