,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv,buddata-ebxml-registry.csv
buddata-ebxml-registry.csv,5.0,5.0,1.0,9.0,0.0,0.0
lazarus-ccr.csv,0.0,7.0,4.0,9.0,0.0,0.0
lcfizvtop.csv,0.0,1.0,0.0,3.0,1.0,0.0
migen.csv,2.0,0.0,4.0,1.0,7.0,0.0
mvnforum.csv,1.0,2.0,1.0,9.0,14.0,0.0
plplot.csv,0.0,1.0,0.0,3.0,5.0,0.0
