,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv,buddata-ebxml-registry.csv
buddata-ebxml-registry.csv,1.0,0.78,1.0,0.98,0.9,0.07
lazarus-ccr.csv,0.27,0.74,0.6,0.76,1.02,0.55
lcfizvtop.csv,0.84,0.56,0.72,0.65,0.28,0.51
migen.csv,0.77,0.45,0.96,0.77,0.85,0.64
mvnforum.csv,0.75,0.86,0.54,0.77,0.95,0.77
plplot.csv,0.54,0.56,0.49,0.42,0.83,0.66
