,dxengine.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,haggle.csv,e-bio-flow.csv,jgossipforum.csv,joustsim.csv,madman.csv,hannosset.csv,ngl.csv,jas.csv,wsmt.csv,nunit.csv
dxengine.csv,0.98,0.5,0.22,0.26,0.0,0.46,0.15,0.09,0.21,0.08,0.0,0.55,0.06,0.34,0.31
e-bio-flow.csv,0.06,0.35,0.33,0.17,0.0,0.1,0.98,0.19,0.44,0.16,0.14,0.2,0.0,0.1,0.24
haggle.csv,0.56,0.33,0.21,0.34,0.1,0.97,0.23,0.08,0.24,0.27,0.0,0.61,0.0,0.15,0.35
hannosset.csv,0.0,0.0,0.12,0.0,0.0,0.0,0.06,0.0,0.0,0.0,1.0,0.02,0.0,0.1,0.12
jas.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.33,0.0,0.0,0.0,0.0,1.0,0.06,0.05
jbpm.csv,0.25,0.31,0.0,0.98,0.0,0.08,0.16,0.0,0.0,0.0,0.0,0.09,0.29,0.17,0.19
jgossipforum.csv,0.0,0.08,0.0,0.0,0.0,0.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0
joustsim.csv,0.5,0.19,0.17,0.13,0.0,0.5,0.43,0.0,1.0,0.36,0.0,0.58,0.33,0.26,0.41
log4net.csv,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
madman.csv,0.0,0.22,0.12,0.0,0.0,0.2,0.21,0.0,0.17,1.0,0.0,0.09,0.0,0.05,0.05
ngl.csv,0.46,0.36,0.25,0.25,0.05,0.71,0.44,0.12,0.43,0.38,0.22,1.0,0.15,0.58,0.32
nunit.csv,0.07,0.51,0.29,0.41,0.0,0.22,0.34,0.07,0.48,0.19,0.0,0.17,0.12,0.42,0.95
piccolo2d.csv,0.0,0.06,0.96,0.03,0.0,0.03,0.06,0.0,0.14,0.18,0.0,0.05,0.0,0.05,0.16
sblim.csv,0.0,0.98,0.0,0.03,0.0,0.0,0.32,0.0,0.0,0.0,0.29,0.02,0.0,0.06,0.15
wsmt.csv,0.29,0.08,0.0,0.04,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.07,0.11,0.97,0.19
