,dxengine.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,haggle.csv,e-bio-flow.csv,jgossipforum.csv,joustsim.csv,madman.csv,hannosset.csv,ngl.csv,jas.csv,wsmt.csv,nunit.csv
dxengine.csv,0.04,0.41,0.7,0.71,1.04,0.76,0.91,0.48,0.82,0.93,1.05,0.6,0.9,0.84,0.71
e-bio-flow.csv,0.97,0.64,0.53,0.81,1.03,0.95,0.03,0.41,0.64,0.81,0.84,0.88,1.02,0.95,0.81
haggle.csv,0.5,0.68,0.78,0.71,0.68,0.06,0.87,0.8,0.82,0.76,1.05,0.53,1.0,0.92,0.69
hannosset.csv,1.0,1.0,0.92,1.0,1.0,1.0,0.97,1.0,1.0,1.0,0.0,0.99,1.0,0.95,0.93
jas.csv,1.0,1.0,1.0,1.0,1.0,1.0,0.93,0.6,1.0,1.0,1.0,1.0,0.0,0.97,0.98
jbpm.csv,0.85,0.67,1.0,0.04,1.01,0.96,0.91,1.0,1.0,1.0,1.0,0.95,0.63,0.92,0.83
jgossipforum.csv,1.0,0.96,1.0,1.0,1.0,1.0,0.97,0.0,1.0,1.0,1.0,1.0,1.0,0.76,1.0
joustsim.csv,0.57,0.84,0.85,0.88,1.05,0.67,0.66,1.0,0.0,0.48,1.08,0.57,0.51,0.85,0.64
log4net.csv,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
madman.csv,1.0,0.86,0.92,1.0,1.0,0.89,0.87,1.0,0.91,0.0,1.01,0.95,1.0,0.98,0.98
ngl.csv,0.65,0.6,0.73,0.59,0.67,0.56,0.72,0.34,0.41,0.53,0.51,0.0,0.62,0.73,0.68
nunit.csv,0.96,0.43,0.71,0.55,1.03,0.89,0.75,0.64,0.47,0.78,1.01,0.9,0.77,0.93,0.08
piccolo2d.csv,1.0,0.96,0.08,0.98,1.0,0.99,0.97,1.0,0.91,0.88,1.0,0.98,1.0,0.97,0.9
sblim.csv,1.0,0.05,1.0,0.98,1.0,1.0,0.8,1.0,1.0,1.0,0.83,0.99,1.0,0.97,0.9
wsmt.csv,0.82,0.96,1.03,0.97,1.05,0.92,0.91,1.02,1.03,1.0,1.0,0.97,0.78,0.06,0.84
