,jsidplay2.csv,mule.csv,e-bio-flow.csv,jbasic.csv,freedom-erp.csv,jgossipforum.csv,joustsim.csv,madman.csv,power-architect.csv,reaper3d.csv,bigdata.csv,nunit.csv
bigdata.csv,0.6,0.64,0.66,0.78,0.62,0.8,0.83,0.98,0.8,0.64,0.58,0.59
e-bio-flow.csv,0.55,0.67,0.37,0.51,0.69,0.8,0.73,0.92,0.87,0.63,0.63,0.66
freedom-erp.csv,0.6,0.89,0.64,0.54,0.38,1.01,0.74,0.63,0.87,1.0,0.88,0.9
jbasic.csv,0.56,0.69,0.74,0.4,0.76,0.71,0.71,0.82,1.0,0.65,0.63,0.66
jgossipforum.csv,0.63,0.63,0.66,0.6,0.96,0.07,0.64,0.34,0.94,0.58,0.84,0.6
joustsim.csv,0.85,0.68,0.77,0.57,0.91,0.25,0.14,0.6,0.8,0.88,0.54,0.64
jsidplay2.csv,0.27,0.6,0.58,0.54,0.89,0.81,0.74,0.74,0.87,0.71,0.78,0.77
madman.csv,0.79,0.75,0.67,0.59,0.72,0.85,0.63,0.26,0.89,0.78,0.82,0.89
mule.csv,0.6,0.51,0.55,0.8,0.66,0.86,0.42,0.88,1.05,0.58,0.66,0.54
nunit.csv,0.73,0.65,0.73,0.52,0.78,0.44,0.61,0.89,0.91,0.57,0.57,0.4
power-architect.csv,0.62,0.82,0.85,0.81,0.78,0.88,0.67,0.98,0.3,0.99,0.75,0.75
reaper3d.csv,0.5,0.68,0.67,0.86,0.68,0.52,0.52,0.44,0.93,0.36,0.73,0.8
