,rhex.csv,qgo.csv,dynalloy.csv,rezilla.csv,toped.csv,ossbuild.csv,jaolt.csv,truevision.csv,jcl.csv,wxstudio.csv,quark.csv,kmess.csv
dynalloy.csv,0.31,0.54,0.31,1.0,0.44,0.54,0.59,0.1,0.4,0.67,0.15,0.58
jaolt.csv,0.28,0.43,0.42,0.02,0.33,0.04,0.48,0.49,0.25,0.2,0.44,0.4
jcl.csv,0.6,0.06,0.26,0.28,0.67,0.43,0.41,0.76,0.28,0.37,0.35,0.45
kmess.csv,0.43,0.43,0.29,0.2,0.44,0.02,0.03,0.25,0.75,0.18,0.4,0.47
ossbuild.csv,0.22,0.29,0.47,0.28,0.44,0.23,0.28,0.1,0.39,0.43,0.67,0.45
qgo.csv,0.85,0.14,0.63,0.1,1.0,0.91,0.76,0.99,0.99,0.51,0.83,0.78
quark.csv,0.01,0.17,0.15,0.02,0.11,0.0,0.0,0.11,0.22,0.1,0.27,0.0
rezilla.csv,0.74,0.34,0.51,0.28,0.78,0.65,0.55,0.89,0.8,0.49,0.79,0.76
rhex.csv,0.25,0.57,0.21,0.02,0.33,0.02,0.69,0.49,0.82,0.2,0.69,0.27
toped.csv,0.53,0.83,0.7,0.98,0.0,0.96,0.93,0.45,0.76,0.82,1.0,0.71
truevision.csv,0.35,0.31,0.38,0.28,0.44,0.0,0.14,0.25,0.84,0.43,0.19,0.56
wxstudio.csv,0.47,0.14,0.38,0.05,0.78,0.47,0.41,0.8,0.02,0.24,0.12,0.38
