,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,kmess.csv,rocrail.csv
kmess.csv,0.21,0.4,0.07,0.22,0.76,0.64
minig.csv,1.0,0.6,0.67,0.97,0.72,0.09
ossbuild.csv,0.21,0.6,0.41,0.81,0.52,0.82
rezilla.csv,0.68,0.16,0.3,0.12,0.72,0.95
rocrail.csv,0.16,0.76,0.85,0.19,0.49,0.86
webdriver.csv,0.16,0.78,0.54,0.0,0.57,0.73
