,etics.csv,arianne.csv,linuxsh.csv,openmeetings.csv,scite-ru.csv,ifmo-game-1.csv,mvdsv.csv,plato.csv,flexpay.csv,vrjuggler.csv,projecteqemu.csv,uclmda.csv,jcl.csv,chrysalis.csv
arianne.csv,0.0,0.0,4.0,5.0,9.0,4.0,28.0,0.0,2.0,14.0,0.0,1.0,17.0,42.0
chrysalis.csv,0.0,0.0,1.0,4.0,2.0,0.0,32.0,0.0,3.0,2.0,0.0,1.0,7.0,3.0
etics.csv,0.0,1.0,1.0,0.0,0.0,2.0,13.0,49.0,0.0,2.0,0.0,1.0,3.0,0.0
flexpay.csv,0.0,7.0,4.0,34.0,9.0,28.0,68.0,0.0,2.0,14.0,0.0,0.0,12.0,5.0
ifmo-game-1.csv,0.0,4.0,65.0,19.0,72.0,3.0,68.0,0.0,2.0,7.0,0.0,1.0,7.0,10.0
jcl.csv,0.0,3.0,4.0,4.0,7.0,5.0,50.0,0.0,15.0,12.0,0.0,0.0,0.0,16.0
linuxsh.csv,9.0,4.0,0.0,20.0,72.0,0.0,68.0,0.0,0.0,74.0,0.0,0.0,7.0,12.0
mvdsv.csv,0.0,2.0,65.0,2.0,5.0,1.0,0.0,1.0,9.0,0.0,0.0,168.0,27.0,2.0
openmeetings.csv,6.0,0.0,2.0,0.0,72.0,0.0,11.0,0.0,11.0,9.0,0.0,0.0,5.0,4.0
plato.csv,0.0,0.0,4.0,44.0,9.0,5.0,28.0,0.0,2.0,14.0,0.0,2.0,7.0,30.0
projecteqemu.csv,6.0,3.0,2.0,6.0,0.0,1.0,14.0,0.0,2.0,1.0,0.0,1.0,3.0,4.0
scite-ru.csv,0.0,0.0,7.0,43.0,0.0,3.0,14.0,0.0,2.0,8.0,0.0,2.0,7.0,36.0
uclmda.csv,9.0,7.0,3.0,20.0,4.0,83.0,68.0,2.0,0.0,74.0,0.0,0.0,2.0,3.0
vrjuggler.csv,2.0,7.0,2.0,39.0,0.0,3.0,4.0,0.0,1.0,4.0,0.0,1.0,12.0,2.0
