,etics.csv,arianne.csv,linuxsh.csv,openmeetings.csv,scite-ru.csv,ifmo-game-1.csv,mvdsv.csv,plato.csv,flexpay.csv,vrjuggler.csv,projecteqemu.csv,uclmda.csv,jcl.csv,chrysalis.csv
arianne.csv,0.39,0.71,0.29,0.55,0.44,0.14,0.16,0.86,0.3,0.34,0.61,0.97,0.22,0.29
chrysalis.csv,0.56,0.49,0.23,0.46,0.46,0.21,0.18,0.58,0.3,0.08,0.63,0.97,0.22,0.55
etics.csv,0.71,0.07,0.15,0.37,0.09,0.21,0.35,0.0,0.23,0.16,0.67,0.01,0.3,0.19
flexpay.csv,0.38,0.62,0.26,0.28,0.35,0.05,0.0,0.68,0.31,0.35,0.29,0.98,0.07,0.22
ifmo-game-1.csv,0.47,0.33,0.0,0.23,0.0,0.4,0.0,0.09,0.27,0.28,0.15,0.54,0.2,0.1
jcl.csv,0.56,0.61,0.29,0.45,0.39,0.16,0.13,0.55,0.32,0.28,0.43,0.97,0.34,0.33
linuxsh.csv,0.08,0.38,0.47,0.14,0.0,0.25,0.0,0.24,0.27,0.0,0.33,0.94,0.16,0.08
mvdsv.csv,0.13,0.02,0.0,0.4,0.27,0.22,0.86,0.48,0.04,0.09,0.4,0.0,0.16,0.12
openmeetings.csv,0.44,0.54,0.24,0.61,0.0,0.31,0.35,0.59,0.31,0.32,0.37,0.47,0.22,0.32
plato.csv,0.38,0.62,0.29,0.24,0.4,0.16,0.16,0.86,0.3,0.35,0.64,0.98,0.18,0.22
projecteqemu.csv,0.5,0.5,0.29,0.36,0.24,0.23,0.21,0.32,0.3,0.17,0.73,0.7,0.27,0.18
scite-ru.csv,0.36,0.65,0.36,0.24,0.47,0.16,0.21,0.87,0.3,0.36,0.64,0.44,0.22,0.27
uclmda.csv,0.08,0.23,0.11,0.08,0.25,0.0,0.0,0.17,0.16,0.0,0.05,1.0,0.15,0.06
vrjuggler.csv,0.38,0.32,0.12,0.1,0.41,0.12,0.5,0.85,0.15,0.43,0.46,0.3,0.23,0.06
