,etics.csv,arianne.csv,linuxsh.csv,openmeetings.csv,scite-ru.csv,ifmo-game-1.csv,mvdsv.csv,plato.csv,flexpay.csv,vrjuggler.csv,projecteqemu.csv,uclmda.csv,jcl.csv,chrysalis.csv
arianne.csv,0.86,0.26,1.0,0.13,0.9,0.91,1.0,0.88,0.88,0.97,0.96,0.83,0.68,0.99
chrysalis.csv,0.24,0.23,0.22,0.21,0.31,0.45,0.54,0.62,0.7,0.14,0.31,0.5,1.0,0.23
etics.csv,0.21,0.05,0.02,0.03,0.0,0.23,0.21,0.0,0.24,0.12,0.13,0.5,0.14,0.01
flexpay.csv,0.0,0.75,0.78,0.77,0.77,0.45,0.03,0.62,0.26,1.0,0.51,0.67,0.13,0.34
ifmo-game-1.csv,0.0,0.37,0.05,0.46,0.0,0.27,0.03,0.0,0.19,0.46,0.0,0.83,0.74,0.1
jcl.csv,0.12,0.45,0.98,0.37,0.77,0.66,0.83,0.38,0.28,0.66,0.58,0.67,0.33,0.66
linuxsh.csv,0.29,0.27,0.33,0.44,0.06,0.0,0.08,0.12,0.47,0.02,0.22,0.0,0.42,0.14
mvdsv.csv,0.02,0.02,0.05,0.04,0.35,0.01,0.03,0.25,0.03,0.1,0.09,0.0,0.53,0.02
openmeetings.csv,0.29,0.19,0.2,0.18,0.0,0.19,0.21,0.38,0.56,0.81,0.09,0.33,0.82,0.11
plato.csv,0.9,0.83,0.98,0.95,0.92,0.97,1.0,0.25,0.88,1.0,0.91,0.83,0.93,0.46
projecteqemu.csv,0.33,0.39,0.87,0.42,0.02,0.31,0.71,0.0,0.41,0.1,0.33,0.83,0.49,0.18
scite-ru.csv,1.0,0.72,0.38,0.92,0.29,0.81,0.73,0.75,0.97,0.81,0.76,1.0,0.99,0.55
uclmda.csv,0.24,0.37,0.11,0.35,0.13,0.09,0.03,0.25,0.32,0.0,0.0,0.0,0.11,0.03
vrjuggler.csv,0.1,0.4,0.09,0.81,0.56,0.32,0.19,0.88,0.17,0.36,0.16,0.67,0.38,0.03
