,etics.csv,arianne.csv,linuxsh.csv,openmeetings.csv,scite-ru.csv,ifmo-game-1.csv,mvdsv.csv,plato.csv,flexpay.csv,vrjuggler.csv,projecteqemu.csv,uclmda.csv,jcl.csv,chrysalis.csv
arianne.csv,0.86,0.4,1.0,0.35,0.91,0.92,1.0,0.88,0.88,0.97,0.96,0.83,0.73,0.99
chrysalis.csv,0.39,0.64,0.76,0.38,0.57,0.54,0.63,0.83,0.73,0.95,0.48,0.5,1.0,0.3
etics.csv,0.23,0.96,0.91,0.73,0.95,0.62,0.39,1.0,0.76,0.88,0.44,1.11,0.66,0.89
flexpay.csv,0.77,0.78,0.83,0.77,0.86,0.97,1.0,0.76,0.65,1.0,0.88,0.67,0.94,0.75
ifmo-game-1.csv,0.69,0.82,1.0,0.68,1.0,0.27,1.0,0.95,0.72,0.73,0.92,1.04,0.79,0.93
jcl.csv,0.48,0.58,0.98,0.38,0.82,0.72,0.89,0.7,0.62,0.79,0.78,0.67,0.44,0.68
linuxsh.csv,0.97,0.76,0.37,0.85,1.0,0.86,1.0,0.87,0.68,1.0,0.78,0.11,0.77,0.94
mvdsv.csv,0.92,0.99,1.0,0.68,0.79,0.86,0.03,0.71,0.98,0.94,0.73,1.0,0.78,0.93
openmeetings.csv,0.54,0.59,0.75,0.2,1.0,0.47,0.39,0.66,0.64,0.85,0.76,0.76,0.84,0.71
plato.csv,0.91,0.85,0.98,0.95,0.94,0.97,1.0,0.33,0.88,1.0,0.91,0.83,0.96,0.75
projecteqemu.csv,0.45,0.67,0.88,0.48,0.86,0.53,0.71,0.81,0.63,0.88,0.39,0.94,0.57,0.83
scite-ru.csv,1.0,0.73,0.53,0.92,0.56,0.82,0.73,0.76,0.97,0.82,0.76,1.22,0.99,0.69
uclmda.csv,0.95,0.9,0.92,0.93,0.82,1.0,1.0,0.94,0.85,1.0,0.97,0.01,0.86,0.96
vrjuggler.csv,0.7,0.84,0.91,1.06,0.68,0.78,0.19,0.89,0.87,0.52,0.66,1.05,0.63,0.96
